HYMNUS_laudes;hy_Ætérna cæli glória;
verset_matin;V/. Repléti sumus mane misericórdia tua.<br />R/. Exsultávimus, et delectáti sumus.;R/. Dès le matin nous sommes remplis de ta miséricorde.<br />V/. Elle fait notre joie et nos délices.
ant1;Spíritu prinicipáli confírma cor meum, Deus.;"Affermis mon c&oelig;ur, ô mon Dieu, par un esprit de force. "
ant2;In Israel magnum nomen eius.;En Israel grand est son nom.
ant3;Bonum est confitéri Dóminus.;Il est bon de louer le Seigneur.
antl4;Dómine, audívi audítum tuum, et tímui.; Seigneur, j'ai entendu parler de toi.
antl5;"In T&yacute;mpano et choro, in chordis et órgano laudáte Deum.";Avec vos danses, avec le tambourin avec les instruments à cordes et le chalumeau, louez Dieu.
LB_matin;LB_Eph 4, 29-32;
RB_matin;"R/. Audítam fac mihi mane * Misericórdiam tuam. Audítam. 
V/. Notam fac mihi viam in qua ámbulem. * Misericórdiam tuam. Glória Patri. Audítam.";"R/. Dès le matin, fais moi entendre ta miséricorde. 
V/. Fais moi voir la voie dans laquelle avancer. Ta miséricorde. Gloire au Père. Dès le matin."
benedictus;Per víscera misericórdiæ Dei nostri visitábit nos Oriens ex alto.;Par les entrailles de la miséricorde de notre Dieu le soleil levant nous a visités d'en haut.
preces_matin;preces_XI;
oratio_laudes;Deus, qui ténebras ignorántiæ Verbi tui luce depéllis, auge in córdibus nostris virtútem fídei quam dedísti, ut ignis, quem grátia tua fecit accéndi, nullis tentatiónibus exstinguátur. Per Dóminum.;Dieu, qui repousses les ténèbres de l’ignorance par la lumière de ton Verbe, augmente en nos cœurs la force de la Foi que tu nous as donnée, pour que le feu que ta grâce a allumé ne soit éteint par aucune tentation. Par Jésus Christ, ton Fils, notre Seigneur et notre Dieu, qui règne avec toi et le Saint-Esprit, maintenant et pour les siècles des siècles. Amen.
HYMNUS_tertiam;hy_Nunc_Sancte_nobis_Spíritus;
HYMNUS_sextam;hy_Rector_potens_verax_Deus;
HYMNUS_nonam;hy_Rerum_Deus_tenax_vigor;
ant4;Viam mandatórum tuórum curram, quia dilatásti cor meum.;Je cours sur la voie de tes préceptes, car tu dilates mon coeur.
ant5;In Dómino sperans, non infirmábor.;En espérant dans le Seigneur, je ne chancèlerai pas.
ant6;In Dómino sperávit cor meum, et adiútus sum.;Mon cœur espère dans le Seigneur, et je suis secouru.
LB_3;LB_Phil 2, 2b-4;
RB_3;"V/. Univérsæ viæ Dómini misericórdia et véritas. 
R/. Custodiéntibus testaméntum eius et testimónia eius.";"V/. Toutes les voies du Seigneur sont miséricorde et vérité.
R/. Pour ceux qui gardent son alliance et ses commandements."
oratio_3;Dómine Iesu Christe, qui hora tértia ad crucis poenam ductus es pro mundi salúte, te súpplices exorámus, ut et de prætéritis malis semper apud te véniam impetrémus, et de futúris iúgiter habeámus custódiam. Qui vivis.;Nous te supplions instamment, Seigneur Jésus, à l'heure où tu fus conduit à la croix pour le salut du monde: pardonne-nous les fautes commises et protège-nous pour l'avenir. Toi qui règnes pour les siècles des siècles. Amen.
LB_6;LB_2 Cor 13, 4;
RB_6;"V/. Adhæsit púlveri ánima mea. 
R/. Vivífica me secúndum verbum tuum, Dómine.";"V/. Seigneur, tu es miséricordieux et compatissant.
R/. Lent à la colère et riche en bonté."
oratio_6;Domine Iesu Christe, qui hora sexta, universo mundo in tenebris constituto, pro redemptione nostra crucis lignum ascendisti, ilIam nobis lucem semper concede, per quam ad aetemam vitam pervenire mereamur. Qui vivis.;
LB_9;LB_Col 3, 12-13;
RB_9;"V/. Miserátor et miséricors Dóminus. 
R/. Longánimis et multæ misericórdiæ.";"V/. Seigneur, tu es miséricordieux et compatissant.
R/. Lent à la colère et riche en bonté."
oratio_9;Dómine Iesu Christe, qui pæniténtem latrónem de patíbulo crucis in regnum tuum transíre fecísti, peccáta nostra confiténtes te cum fidúcia deprecámur, ut post mortem nos fácias paradísi portas introíre gaudéntes. Qui vivis.;Seigneur Jésus Christ, toi qui as fait passer de la croix dans ton Royaume le malfaiteur qui reconnaissait ses fautes, nous te supplions avec confiance en confessant nos péchés: fais-nous passer, après notre mort, les portes du paradis dans la joie. Toi qui règnes.
HYMNUS_vesperas;hy_Plasmátor hóminis, Deus;
verset_soir;R/. Dirigátur, Dómine, orátio mea.<br />V/. Sicut incénsum in conspéctu tuo. ;R/. Que ma prière, Seigneur, s'élève.<br />V/. Comme un encens jusqu'à toi.
ant7;Pórtio mea, Dómine, sit in terra vivéntium.;Mon partage, Seigneur,  sur la terre des vivants !
ant8;Benedíctus Dóminus Deus meus.;Béni soit le Seigneur mon Dieu.
ant9;;
antv10;Per síngulos dies benedícam te, Dómine.;Chaque jour je te bénirai, Seigneur.
LB_soir;LB_Rom 15, 1-3;
RB_soir;"R/. Christus diléxit nos et lavit nos * In sánguine suo. Christus. 
V/. Et fecit nos Deo regnum et sacerdótium. * In sánguine suo. Glória Patri. Christus.";"R/. Le Christ nous a aimés et nous a lavés * dans son sang.
V/. Il a fait de nous en Dieu des rois et des prêtres. *Dans son sang. Gloire au Père. Le Christ."
magnificat;Suscépit nos Dóminus púeros suos, recordátus misericórdiæ suæ.;Le Seigneur nous a acceuillis comme ses enfants, il s’est souveu de sa misériorde.
oratio_vesperas;Concéde nobis, fámulis tuis, quæsumus, Dómine, ut exémplis Fílii tui passiónis instrúcti ad iugum eius suáve portándum simus semper idónei. Qui tecum.;Accorde à  nous, tes serviteurs, nous t’en supplions, Seigneur, que, instruits par les exemples de la  passion de ton Fils, nous soyons prêts à porter son doux joug. Lui qui règne avec toi et le Saint-Esprit, maintenant et pour les siècles des siècles. Amen.
preces_soir;preces_XII;
