HYMNUS_laudes;hy_Ætérna cæli glória;
verset_matin;V/. Repléti sumus mane misericórdia tua.<br />R/. Exsultávimus, et delectáti sumus.;R/. Dès le matin nous sommes remplis de ta miséricorde.<br />V/. Elle fait notre joie et nos délices.
ant1;Spíritu prinicipáli confírma cor meum, Deus.;"Affermis mon c&oelig;ur, ô mon Dieu, par un esprit de force. "
ant2;In Israel magnum nomen eius.;En Israel grand est son nom.
ant3;Bonum est confitéri Dóminus.;Il est bon de louer le Seigneur.
antl4;In Dómino iustificábitur, et laudábitur omne semen Israel.;C'est dans le Seigneur que toute la descendance d'Israël obtiendra justice et louange.
antl5;"In T&yacute;mpano et choro, in chordis et órgano laudáte Deum.";Avec vos danses, avec le tambourin avec les instruments à cordes et le chalumeau, louez Dieu.
LB_matin;LB_Eph 4, 29-32;
RB_matin;"R/. Clamábo ad Dóminum altíssimum, * Qui benefécit mihi. 
V/. Mittet de cælo, et liberávit me. * Qui benefécit mihi. Glória Patri.";"R/. Je crierai vers le Seigneur, le Très-Haut, * qui a fait mon bonheur.
V/. Du ciel il m'enverra la liberté. * qui a fait mon bonheur. Gloire au Père."
benedictus;Visitávit et fecit redemptiónem Dóminus plebis suæ.;Le Seigneur a visité et racheté son peuple.
HYMNUS_tertiam;hy_Nunc_Sancte_nobis_Spíritus;
HYMNUS_sextam;hy_Rector_potens_verax_Deus;
HYMNUS_nonam;hy_Rerum_Deus_tenax_vigor;
ant4;Clamavi, et exaudivit me.;Je crie, et tu m'exauces.
ant5;Qui habitas in caelis, miserere nobis.;Toi qui habites dans les cieux, aies pitié de nous.
ant6;Beati omnes qui timent Dominum.;Bienheureux tous ceux qui craignent le Seigneur
LB_3;LB_Phil 2, 2b-4;
RB_3;"V/. Univérsæ viæ Dómini misericórdia et véritas. 
R/. Custodiéntibus testaméntum eius et testimónia eius.";"V/. Toutes les voies du Seigneur sont miséricorde et vérité.
R/. Pour ceux qui gardent son alliance et ses commandements."
oratio_3;Dómine Iesu Christe, qui hora tértia ad crucis poenam ductus es pro mundi salúte, te súpplices exorámus, ut et de prætéritis malis semper apud te véniam impetrémus, et de futúris iúgiter habeámus custódiam. Qui vivis.;Nous te supplions instamment, Seigneur Jésus, à l'heure où tu fus conduit à la croix pour le salut du monde: pardonne-nous les fautes commises et protège-nous pour l'avenir. Toi qui règnes pour les siècles des siècles. Amen.
LB_6;LB_2 Cor 13, 4;
RB_6;"V/. Adhæsit púlveri ánima mea. 
R/. Vivífica me secúndum verbum tuum, Dómine.";"V/. Seigneur, tu es miséricordieux et compatissant.
R/. Lent à la colère et riche en bonté."
oratio_6;Domine Iesu Christe, qui hora sexta, universo mundo in tenebris constituto, pro redemptione nostra crucis lignum ascendisti, ilIam nobis lucem semper concede, per quam ad aetemam vitam pervenire mereamur. Qui vivis.;
LB_9;LB_Col 3, 12-13;
RB_9;"V/. Miserátor et miséricors Dóminus. 
R/. Longánimis et multæ misericórdiæ.";"V/. Seigneur, tu es miséricordieux et compatissant.
R/. Lent à la colère et riche en bonté."
oratio_9;Dómine Iesu Christe, qui pæniténtem latrónem de patíbulo crucis in regnum tuum transíre fecísti, peccáta nostra confiténtes te cum fidúcia deprecámur, ut post mortem nos fácias paradísi portas introíre gaudéntes. Qui vivis.;Seigneur Jésus Christ, toi qui as fait passer de la croix dans ton Royaume le malfaiteur qui reconnaissait ses fautes, nous te supplions avec confiance en confessant nos péchés: fais-nous passer, après notre mort, les portes du paradis dans la joie. Toi qui règnes.
HYMNUS_vesperas;hy_Plasmátor hóminis, Deus;
verset_soir;R/. Dirigátur, Dómine, orátio mea.<br />V/. Sicut incénsum in conspéctu tuo. ;R/. Que ma prière, Seigneur, s'élève.<br />V/. Comme un encens jusqu'à toi.
ant7;Pórtio mea, Dómine, sit in terra vivéntium.;Mon partage, Seigneur,  sur la terre des vivants !
ant8;Benedíctus Dóminus Deus meus.;Béni soit le Seigneur mon Dieu.
ant9;;
antv10;Per síngulos dies benedícam te, Dómine.;Chaque jour je te bénirai, Seigneur.
LB_soir;LB_Rom 15, 1-3;
RB_soir;"R/. Mortuus est Christus pro peccátis nostris, * Ut nos offérret Deo.
V/. Mortificátus quidem carne, vivificátus autem spíritu. * Ut nos offérret Deo. Glória Patri.";"R/. Le Christ est mort pour nos péchés, * pour nous présenter à Dieu.
V/. Mis à mort selon la chair, rendu à la vie selon l'esprit. * pour nous présenter à Dieu. Gloire au Père."
magnificat;Suscépit Deus Israel púerum suum, sicut locútus est ad Abraham, et semen eius: exaltáre húmiles usque in sæculum.;Dieu relève Israle son serviteur, comme il avait promis à Abrahm et à sa descendance d'élever les humbles à jamais.
