HYMNUS_laudes;hy_Auróra iam spargit polum;
verset_matin;V/. Repléti sumus mane misericórdia tua.<br />R/. Exsultávimus, et delectáti sumus.;R/. Dès le matin nous sommes remplis de ta miséricorde.<br />V/. Elle fait notre joie et nos délices.
ant1;Benígne fac in bona voluntáte tua, Dómine.;Dans ta bonté répands tes bienfaits, Seigneur.
ant2;In veritáte tua exáudi me, Dómine;Exauce-moi dans ta vérité, Seigneur.
ant3;Date magnitudinem Deo nostro.;Reconnaissez la grandeur de notre Dieu.
antl4;Date magnitudinem Deo nostro.;Reconnaissez la grandeur de notre Dieu.
antl5;In cymbalis benesonántibus laudáte Deum.;Avec les cymbales au son clair louez Dieu.
LB_matin;LB_2 Petr 1, 10-11;
RB_matin;"R/. Clamávi ad te, Dómine; * Tu es refúgium meum. Clamávi. 
V/. Pórtio mea in terra vivéntium. * Tu es refúgium meum. Glória Patri. Clamávi.";"R/. J’ai crié vers toi, Seigneur. Tu es mon refuge.
V/. Ma part sur la terre des vivants. Tu es mon refuge. Gloire au Père. J’ai crié."
benedictus;"Illuminare, Domine, his qui in tenebris sedent; et dirige pedes nostros in viam pacis.";Pour éclairer ceux qui sont assis dans les ténèbres et à l'ombre de la mort, pour diriger nos pas dans la voie de la paix.
HYMNUS_tertiam;hy_Nunc_Sancte_nobis_Spíritus;
HYMNUS_sextam;hy_Rector_potens_verax_Deus;
HYMNUS_nonam;hy_Rerum_Deus_tenax_vigor;
ant4;Clamavi, et exaudivit me.;Je crie, et tu m'exauces.
ant5;Qui habitas in caelis, miserere nobis.;Toi qui habites dans les cieux, aies pitié de nous.
ant6;Beati omnes qui timent Dominum.;Bienheureux tous ceux qui craignent le Seigneur
LB_3;LB_1 Reg 8, 60-61;
RB_3;"V/. Timor Domini sanctus, perrnanens in saeculum saeculi. 
R/. Iudicia Domini, vera, iustificata in semetipsa.";"V/. Mon Dieu, conduis-moi sur tes chemins.
R/. Dirige-moi vers ta vérité."
oratio_3;Dómine Deus, Pater omnípotens, nobis maiestáti tuæ subiéctis Sancti Spíritus lumen infúnde, ut ab omni hoste secúri, in tua iúgiter laude lætémur. Per Christum.;"Seigneur Dieu, Père tout-puissant, remplis-nous,  les serviteurs de ta majesté, de la lumière de l'Esprit Saint; pour que, sans rien craindre de tout adversaire, nous mettions notre joie à te louer continuellement. Par Jésus, le Christ, notre Seigneur. Amen."
LB_6;LB_Ier 17, 9-10;
RB_6;"V/. Ab occúltis meis munda me, Dómine. 
R/. Et a supérbia custódi servum tuum.";"V/. Purifie-moi de mes fautes, Seigneur.
R/. Et garde de l’orgueil ton serviteur."
oratio_6;Concéde nobis, Dómine, lux ardens caritátis ætérnæ, ut tua semper caritáte fervéntes, te super ómnia et fratres propter te uno diligámus amóre. Per Christum.;Seigneur, foyer brûlant de charité, accorde-nous une telle ferveur que nous soyons capables de t'aimer plus que tout et d'aimer nos frères à cause de toi. Par Jésus, le Christ, notre Seigneur. Amen.
LB_9;"LB_Sap 7, 27a; 8, 1";
RB_9;"V/. Quam magnificáta sunt ópera tua, Dómine. 
R/. Nimis profúndæ factæ sunt cogitatiónes tuæ.";"V/. Que tes œuvres sont magnifiques, Seigneur.
R/. Et que sont profondes tes pensées."
oratio_9;Exáudi nos, Dómine, et præsta pacem, quam pétimus, consummátam, ut cunctis diébus vitæ nostræ tibi cum iucunditáte vacántes, beáta María Vírgine intercedénte, ad te secúri perveníre mereámur. Per Christum.;Exauce-nous, Seigneur, donne-nous la paix, que nous demandons, .... pour que passant tous les jours de notre vie avec agrément, par l’intercession de la bienheureuse Vierge Marie, nous méritions de parvenir jusqu’à toi dans la paix.
HYMNUS_vesperas;hy_O lux, beáta Trínitas;
verset_soir;V/. Vespertina oratio ascéndat ad te, Domine.<br />R/. Et descéndat super nos misericordia tua.;V/. Que notre prière vespérale s'élève vers toi, Seigneur.<br />R/. Et que descende sur nous ta miséricorde.
ant7;Regnum tuum, Dómine, regnum ómnium saeculórum.;Ton règne, Seigneur, est un règne éternel.
ant8;Laudábo Deum meum in vita mea.;Toute ma vie, je veux louer mon Dieu.
ant9;Deo nostro iucúnda sit laudatio.;Pour notre Dieu, que notre louange soit joyeuse.
antv10;Lauda, Ierúsalem, Dóminum.;Jérusalem, loue le Seigneur.
LB_soir;LB_Rom 11, 33-36;
RB_soir;"R/. Magnus Dóminus noster * Et magna vitus eius.
V/. Et sapiéntiæ eius non est númerus. * Et magna vitus eius. GloriaPatri.";"R/. Grand est notre Seigneur * et grande sa puissance.
V/. Sa sagesse est insondable. * et grande sa puissance. Gloire au Père. "
magnificat;<i>Antiphona propria.</i>;<i>Antienne propre</i>
oratio_vesperas;<i>Oratio propria</i>;<i>Oraison propre</i>
