ant_introit_A;int_Miserere... ad te
ant_introit_B;int_Miserere... ad te
ant_introit_C;int_Miserere... ad te
graduel_A;gra_Timebunt gentes
graduel_B;gra_Timebunt gentes
graduel_C;gra_Timebunt gentes
acclamation_A;al_Cantate Domino
acclamation_B;al_Cantate Domino
acclamation_C;al_Cantate Domino
ant_off_A;off_Domine, in auxilium
ant_off_B;off_Domine, in auxilium
ant_off_C;off_Domine, in auxilium
ant_com_A;com_Domine, memorabor
ant_com_B;com_Domine, memorabor
ant_com_C;com_Domine, memorabor
praefatio;6
