II;II



Veníte, fílii, audíte me: * timórem Dómini docébo vos. ;Venez, mes fils, écoutez-moi, je vous enseignerai la crainte du Seigneur. 
Quis est homo, qui vult vitam, * díligit dies, ut vídeat bonum?;Quel est l'homme qui aime la vie, qui désire de longs jours pour jouir du bonheur ? 
Próhibe línguam tuam a malo, * et lábia tua ne loquátur dolum. ;"Préserve ta langue du mal, et tes lèvres des paroles trompeuses; "
Divérte a malo et fac bonum, * inquíre pacem et perséquere eam.;éloigne-toi du mal et fais le bien, recherche la paix, et poursuis-la. 
Oculi Dómini super iustos, * et aures eius in clamórem eórum. ;"Les yeux du Seigneur sont sur les justes; et ses oreilles sont attentives à leurs cris. "
Vultus autem Dómini super faciéntes mala, * ut perdat de terra memóriam eórum.;"La face du Seigneur est contre ceux qui font le mal; pour retrancher de la terre leur souvenir. "
Clamavérunt, et Dóminus exaudívit * et ex ómnibus tribulatiónibus eórum liberávit eos. ;Les justes crient, et le Seigneur les entend, et il les délivre de toutes leurs angoisses. 
Iuxta est Dóminus iis, qui contríto sunt corde, * et confráctos spíritu salvábit.;le Seigneur est près de ceux qui ont le coeur brisé, il sauve ceux dont l'esprit est abattu. 
Multæ tribulatiónes iustórum, * et de ómnibus his liberábit eos Dóminus. ;Nombreux sont les malheurs du juste, mais de tous le Seigneur le délivre. 
Custódit ómnia ossa eórum, * unum ex his non conterétur.;II garde tous ses os, aucun d'eux ne sera brisé. 
Interfíciet peccatórem malítia, * et, qui odérunt iustum, puniéntur. ;Le mal tue le méchant, et les ennemis du juste sont châtiés. 
Rédimet Dóminus ánimas servórum suórum, * et non puniéntur omnes, qui sperant in eo.;le Seigneur délivre l'âme de ses serviteurs, et tous ceux qui se réfugient en lui ne sont pas châtiés. 
