"&nbsp;";
"&nbsp;";
"&nbsp;";
II;II
Beátus homo, quem tu erudíeris, Dómine, * et de lege tua docúeris eum,;Heureux l'homme que tu instruis, le Seigneur, et à qui tu donnes l'enseignement de ta loi,
ut mítiges ei a diébus malis, * donec fodiátur peccatóri fóvea. ;pour l'apaiser aux jours du malheur, jusqu'à ce que la fosse soit creusée pour le méchant. 
  Quia non repéllet Dóminus plebem suam *  et hereditátem suam non derelínquet. ;"Car le Seigneur ne rejettera pas son peuple, il n'abandonnera pas son héritage ; "
Quia ad iustítiam revertétur iudícium, * et sequéntur illam omnes, qui recto sunt corde.;mais le jugement redeviendra conforme à la justice, et tous les hommes au cœur droit y applaudiront. 
Quis consúrget mihi advérsus malignántes, * aut quis stabit mecum  advérsus operántes iniquitátem? ;Qui se lèvera pour moi contre les méchants ? Qui me soutiendra contre ceux qui font le mal ? 
Nisi quia Dóminus adiúvit me, * paulo minus habitásset in loco siléntii ánima mea. ;Si le Seigneur n'était pas mon secours, mon âme habiterait bientôt le séjour du silence. 
Si dicébam: «Motus est pes meus» ,* misericórdia tua, Dómine, sustentábat me.;"Quand je dis : "" Mon pied chancelle, "" ta bonté, le Seigneur, me soutient."
In multitúdine sollicitúdinum meárum  in corde meo, * consolatiónes tuæ lætificavérunt ánimam meam.;Quand les angoisses s'agitent en foule dans ma pensée, tes consolations réjouissent mon âme. 
Numquid sociábitur tibi sedes iniquitátis, * quæ fingit moléstiam contra præcéptum? ;A-t-il rien de commun avec toi le tribunal de perdition, qui fait le mal dans les formes légales ? 
Irruunt in ánimam iusti * et sánguinem innocéntem condémnant. ;Ils s'empressent contre la vie du juste, et ils condamnent le sang innocent. 
"Et factus est mihi Dóminus in præsídium * et Deus meus in rupem refúgii mei; ";Mais le Seigneur est ma forteresse, mon Dieu est le rocher où je m'abrite.
et reddet illis iniquitátem ipsórum,  et in malítia eórum dispérdet eos, * dispérdet illos Dóminus Deus noster.;Il fera retomber sur eux leur iniquité, il les exterminera par leur propre malice, il les exterminera, le Seigneur, notre Dieu !
