"&nbsp;";
"&nbsp;";
"&nbsp;";
II;II
"Dómine, nomen tuum in ætérnum; * Dómine, memoriále tuum in generatiónem et generatiónem.";"Seigneur, ton nom subsiste à jamais; le Seigneur, ton souvenir dure d'âge en âge."
Quia iudicábit Dóminus pópulum suum * et servórum suórum miserébitur.;Car le Seigneur fait droit à son peuple, et il a compassion de ses serviteurs.
Simulácra géntium argéntum et aurum, * ópera mánuum hóminum:;Les idoles des nations sont de l'argent et de l'or, ouvrage de la main des hommes. 
"os habent et non loquéntur; * óculos habent et non vidébunt;";"Elles ont une bouche et ne parlent pas; elles ont des yeux et ne voient pas. "
"aures habent et non áudient; * neque enim est spíritus in ore ipsórum.";"Elles ont des oreilles et n'entendent pas; Il n'y a pas même un souffle dans leur bouche. "
Símiles illis erunt, qui fáciunt ea, * et omnes, qui confídunt in eis.;Qu'ils leur ressemblent ceux qui les font, quiconque se confie en elles! 
"Domus Israel, benedícite Dómino; * domus Aaron, benedícite Dómino;";Maison d'Israël, bénissez le Seigneur! Maison d'Aaron, bénissez le Seigneur! 
"domus Levi, benedícite Dómino; * qui timétis Dóminum, benedícite Dómino.";Maison de Lévi, bénissez le Seigneur! Vous qui craignez le Seigneur, bénissez le Seigneur! 
Benedíctus Dóminus ex Sion, * qui hábitat in Ierúsalem.;Que de Sion soit béni le Seigneur, qui habite Jérusalem!
