II;II
;
;
;
Quis est homo, qui timet Dóminum? * Docébit eum viam, quam éligat.;Quel est l'homme qui craint le Seigneur? Le Seigneur lui montre la voie qu'il doit choisir. 
Anima eius in bonis demorábitur, * et semen eius hereditábit terram.;Son âme repose dans le bonheur, et sa postérité possédera le pays. 
Familiáriter aget Dóminus cum timéntibus eum, * ut testaméntum suum maniféstet illis. ;"La familiarité du Seigneur est pour ceux qui le craignent; ll leur fait connaître les bénédictions de son alliance. "
Oculi mei semper ad Dóminum, * quóniam ipse evéllet de láqueo pedes meos.;J'ai les yeux constamment tournés vers le Seigneur, car c'est lui qui tirera mes pieds du lacet. 
Réspice in me et miserére mei, * quia únicus et pauper sum ego. ;Regarde-moi et prends pitié de moi, car je suis délaissé et malheureux. 
Diláta angústias cordis mei * et de necessitátibus meis érue me.;Les angoisses de mon coeur se sont accrues : tire-moi de ma détresse !
Vide humilitátem meam et labórem meum * et dimítte univérsa delícta mea. ;Vois ma misère et ma peine, et pardonne tous mes péchés. 
Réspice inimícos meos, quóniam multiplicáti sunt, * et ódio crudéli odérunt me.;Vois combien sont nombreux mes ennemis, et quelle haine violente ils ont contre moi
"Custódi ánimam meam et érue me; * non erubéscam, quóniam sperávi in te.";Garde mon âme et sauve-moi ! Que je ne sois pas confus, car j'ai mis en toi ma confiance! 
Innocéntia et æquitas custódiant me, * quia sustínui te.;Que l'innocence et la droiture me protègent, car j'espère en toi. 
Líbera, Deus, Israel * ex ómnibus tribulatiónibus suis.;O Dieu, délivre Israël de toutes ses angoisses ! 
;
;
;
