"&nbsp;";
"&nbsp;";
"&nbsp;";
II;II
Circumdedérunt me vítuli multi, * tauri Basan obsedérunt me.;Autour de moi sont de nombreux taureaux, les taureaux de Basan m'environnent.
Aperuérunt super me os suum * sicut leo rápiens et rúgiens.;Ils ouvrent contre moi leur gueule, comme un lion qui déchire et rugit.
Sicut aqua effúsus sum, * et dissolúta sunt ómnia ossa mea.;"Je suis comme de l'eau qui s'écoule, et tous mes os sont disjoints ;"
Factum est cor meum tamquam cera * liquéscens in médio ventris mei.;mon coeur est comme de la cire, il se fond dans mes entrailles.
Aruit tamquam testa palátum meum, et língua mea adhæsit fáucibus meis, * et in púlverem mortis deduxísti me.;"Ma force s'est desséchée comme un tesson d'argile, et ma langue s'attache à mon palais ; tu me couches dans la poussière de la mort."
Quóniam circumdedérunt me canes multi, * concílium malignántium obsédit me.;"Car des chiens m'environnent, une troupe de scélérats rôdent autour de moi;"
Fodérunt manus meas et pedes meos, * et dinumerávi ómnia ossa mea.;ils ont percé mes pieds et mes mains, je pourrais compter tous mes os.
"Ipsi vero consideravérunt et inspexérunt me; divisérunt sibi vestiménta mea * et super vestem meam misérunt sortem.";"Eux, ils m'observent, ils me contemplent ; ils se partagent mes vêtements,. ils tirent au sort ma tunique."
Tu autem, Dómine, ne elongáveris, * fortitúdo mea, ad adiuvándum me festína.;Et toi, le Seigneur, ne t'éloigne pas ! Toi qui es ma force, viens en hâte à mon secours !
Erue a frámea ánimam meam * et de manu canis únicam meam.;Délivre mon âme de l'épée, ma vie du pouvoir du chien !
Salva me ex ore leónis * et a córnibus unicórnium humilitátem meam.;Sauve-moi de la gueule du lion, tire-moi des cornes du buffle !
Narrábo nomen tuum frátribus meis, * in médio ecclésiæ laudábo te.;"Alors j'annoncerai ton nom à mes frères; au milieu de l'assemblée je te louerai:"
