II;II
;
;
;
Tu terríbilis es, et quis resístet tibi? * Ex tunc ira tua.;Tu es redoutable, toi! Qui peut se tenir devant toi, quand ta colère éclate? 
"De cælo audítum fecísti iudícium; * terra trémuit et quiévit,";"Du haut du ciel tu as proclamé la sentence ; la terre a tremblé et s'est tue, "
cum exsúrgeret in iudícium Deus, * ut salvos fáceret omnes mansuétos terræ.;lorsque Dieu s'est levé pour faire justice, pour sauver tous les malheureux du pays. - Séla. 
Quóniam furor hóminis confitébitur tibi, * et relíquiæ furóris diem festum agent tibi.;Ainsi la fureur de l'homme tourne à la gloire et les restes de ta colère...
"Vovéte et réddite Dómino Deo vestro; * omnes in circúitu eius áfferant múnera Terríbili,";"Faites des voeux et acquittez-les au Seigneur, votre Dieu ; que tous ceux qui l'environnent apportent des dons au Dieu terrible!"
ei, qui aufert spíritum príncipum, * terríbili apud reges terræ.;II abat l'orgueil des puissants, il est redoutable aux rois de la terre.
