"&nbsp;";
"&nbsp;";
"&nbsp;";
II;II
"Quóniam si inimícus meus maledixísset mihi, * sustinuíssem útique;";"Car ce n'est pas un ennemi qui m'outrage : je le supporterais ;"
et si is, qui óderat me, super me magnificátus fuísset, * abscondíssem me fórsitan ab eo.; ce n'est pas un adversaire qui s'élève contre moi : je me cacherais devant lui.
Tu vero, homo coæquális meus, * familiáris meus et notus meus,;Mais toi, tu étais un autre moi-même, mon confident et mon ami. 
qui simul habúimus dulce consórtium: * in domo Dei ambulávimus in concúrsu.;Nous vivions ensemble dans une douce intimité, nous allions avec la foule à la maison de Dieu. 
Ego autem ad Deum clamábo, * et Dóminus salvábit me.;Pour moi, je crie vers Dieu, et le Seigneur me sauvera. 
Véspere et mane et merídie meditábor et ingemíscam, * et exáudiet vocem meam.;Le soir, le matin, au milieu du jour, je me plains, je gémis, et il entendra ma voix. 
Rédimet in pace ánimam meam ab his, qui impúgnant me, * quóniam in multis sunt advérsum me.;Il délivrera en paix mon âme du combat qui m'est livré, car ils sont nombreux ceux qui me font la guerre. 
Exáudiet Deus et humiliábit illos, * qui est ante sæcula.;Dieu entendra, et il les humiliera, lui qui siège éternellement sur son trône. - Séla.
Non enim est illis commutátio, * et non timuérunt Deum.;Car il n'y a point en eux de changement, et ils n'ont pas la crainte de Dieu. 
"Exténdit manum suam in sócios; * contaminávit foedus suum.";il porte la main sur ceux qui étaient en paix avec lui, il viole son alliance. 
Lene super butyrum est os eius, * pugna autem cor illíus:;De sa bouche sortent des paroles douces comme le lait, et la guerre est dans son coeur.
mollíti sunt sermónes eius super óleum, * et ipsi sunt gládii destrícti.;Ses discours sont plus onctueux que l'huile, mais ce sont des épées nues. 
"Iacta super Dóminum curam tuam, et ipse te enútriet; * non dabit in ætérnum fluctuatiónem iusto.";"Remets ton sort au Seigneur, et il te soutiendra ; il ne laissera pas à jamais chanceler le juste. "
Tu vero, Deus, dedúces eos * in púteum intéritus.;"Et toi, ô Dieu, tu les feras descendre dans la fosse de perdition ;"
"Viri sánguinum et dolósi non dimidiábunt dies suos; * ego autem sperábo in te, Dómine.";les hommes de sang et de ruse ne verront pas la moitié de leurs jours. Pour moi, je mets en toi ma confiance. 
