Canticum (Ion 2, 3-10) AT 51;Cant. de Moïse (Jo 2, 3-10) AT 51
Oratione Ionae;Prière de Joans
Sic erit Filius hominis in corde terrae tribus diebus et tribus noctibus (Mt 12, 40);De même, le Fils de l'homme sera dans le sein de la terre trois jours et trois nuits.
;
"Clamavi de tribulatione mea ad Dominum, * et respondit mihi;";"De la détresse où j'étais, j'ai invoqué Yahweh, et Il m'a répondu;"
de ventre inferi clamavi, * et exaudisti vocem meam.;du ventre du schéol, j'ai crié: vous avez entendu ma voix.
"Et proiecisti me in profundum in corde maris, * et flumen circumdedit me;";"Vous m'aviez jeté dans l'abîme, au c&oelig;ur des mers, et l'onde m'environnait;"
omnes gurgites tui et fluctus tui * super me transierunt.;tous vos flots et toutes vos vagues ont passé sur moi.
"Et ego dixi: ""Abiectus sum * a conspectu oculorum tuorum;";"Et moi, je disais: je suis chassé de devant vos yeux;"
"verumtamen rursus videbo * templum sanctum tuum"".";pourtant je contemplerai encore votre saint temple.
Circumdederunt me aquae usque ad guttur, + abyssus vallavit me, * iuncus alligatus est capiti meo.;Les eaux m'avaient enserré jusqu'à l'âme, l'abîme m'environnait, l'algue encerclait ma tête.
Ad extrema montium descendi, * terrae vectes concluserunt me in aeternum,;"J'étais descendu jusqu'aux racines des montagnes; les verrous de la terre étaient tirés sur moi pour toujours!"
sed eduxisti de fovea vitam meam, * Domine Deus meus.;Et vous avez fait remonter ma vie de la fosse, Yahweh, mon Dieu!
Cum angustiaretur in me anima mea, * Domini recordatus sum,;"Quand mon âme défaillait en mol, je me suis souvenu de Yahweh;"
et venit ad te oratio mea, * ad templum sanctum tuum.;et ma prière est parvenue jusqu'à vous, à votre saint temple.
"Qui colunt idola vana, * pietatem suam derelinquunt;";Ceux qui s'attachent à des vanités futiles abandonnent l'auteur de leur grâce.
"ego autem in voce laudis immolabo tibi, + quaecumque vovi, reddam; * salus Domini est.";"Mais moi, aux accents de louange, Je votre offrirai un sacrifice; le v&oelig;u que j'ai fait, je l'accomplirai. A Yahweh est le salut! "
