Canticum (Cf. Ap 19,1-2. 5-7) NT 12;Cantique (Cf. Ap 19,1-2. 5-7) NT 12
De nuptiis Agni ;Les noces de l’Agneau


Allelúia. ;Alléluia.
Salus et glória et virtus Deo nostro, * (R/. Allelúia.);Le salut, la gloire et la force à notre Dieu (R/. Alléluia.)
quia vera et iusta iudícia eius. ;Car son jugement est vrai et juste.
R/. Allelúia.;R/. Alléluia.
Allelúia. ;Alléluia. 
Laudem dícite Deo nostro, omnes servi eius * ;Chantez la louange à notre Dieu, tous ceux qui le servent * 
(R/. Allelúia.);(R/. Alléluia.)
et qui timétis eum, pusílli et magni! ;Et tous ceux qui le craignent, petits et grands! 
R/. Allelúia.;R/. Alléluia.
Alléluia. ;Alléluia. 
Quóniam regnávit Dóminus, Deus noster omnípotens. * ;Car il règne le Seigneur notre Dieu tout puissant. * 
(R/. Allelúia.);(R/. Alléluia.)
Gaudeámus et exsultémus et demus glóriam ei. ;Réjouissons-nous et exultons et rendons-lui la gloire. 
R/. Allelúia.;R/. Alléluia.
Allelúia. ;Alléluia. 
Quia venérunt núptiæ Agni, * ;Car elles sont venues, les noces de l’Agneau, * 
(R/. Allelúia.);(R/. Alléluia.)
et uxor eius præparávit se. ;Et son épouse s’est préparée pour lui. 
R/. Allelúia.;R/. Allelúia.
