Psalmus 21 (22) ;Psalmus 21 (22)
Afflictio iusti et exauditio;Affliction du juste et exaucement
Clamavit Iesus voce magna: «Eli, Eli, lema sabacthani?» (Mt 27, 46).;Jésus cria d’une voix forte: «Eli, Eli, lema sabacthani?» (Mt 27, 46).
I;I
Deus, Deus meus, quare me dereliquísti? * Longe a salúte mea verba rugítus mei.;Mon Dieu, mon Dieu, pourquoi m'as-tu abandonné? Je gémis, et le salut reste loin de moi !
Deus meus, clamo per diem, et non exáudis, * et nocte, et non est réquies mihi.;"Mon Dieu, je crie pendant le jour, et tu ne réponds pas ; la nuit, et je n'ai point de repos."
Tu autem sanctus es, * qui hábitas in láudibus Israel.;Pourtant tu es saint, tu habites parmi les hymnes d'Israël.
"In te speravérunt patres nostri, * speravérunt et liberásti eos;";"En toi se sont confiés nos pères ; ils se sont confiés, et tu les as délivrés."
ad te clamavérunt et salvi facti sunt, * in te speravérunt et non sunt confúsi.;"Ils ont crié vers toi, et ils ont été sauvés ; ils se sont confiés en toi, et ils n'ont pas été confus. ?"
Ego autem sum vermis et non homo, * oppróbrium hóminum et abiéctio plebis.;Et moi, je suis un ver, et non un homme, l'opprobre des hommes et le rebut du peuple.
"Omnes vidéntes me derisérunt me; * torquéntes lábia movérunt caput:";"Tous ceux qui me voient se moquent de moi ; ils ouvrent les lèvres, ils branlent la tête :"
«Sperávit in Dómino: erípiat eum, * salvum fáciat eum, quóniam vult eum».;«Qu'il s'abandonne au Seigneur ! Qu'il le sauve, qu'il le délivre, puisqu'il l'aime»
Quóniam tu es qui extraxísti me de ventre, * spes mea ad úbera matris meæ.;Oui, c'est toi qui m'as tiré du sein maternel, qui m'as donné confiance sur les mamelles de ma mère.
In te proiéctus sum ex útero, * de ventre matris meæ Deus meus es tu.;"Dès ma naissance, je t'ai été abandonné; depuis le sein de ma mère, c'est toi qui es mon Dieu."
Ne longe fias a me, quóniam tribulátio próxima est, * quóniam non est qui ádiuvet.; Ne t'éloigne pas de moi, car l'angoisse est proche, car personne ne vient à mon secours.
