HYMNUS_laudes;hy_Iam, Christe, sol iustítiæ;
ant1;Acceptábis sacrifícium iustítiæ super altáre tuum, Dómine. ;Accepte le sacrifice de justice sur ton autel, Seigneur. 
ant2;In Dómino iustificábitur et laudábitur omne semen Israel. ;Dans le Seigneur est justifiée et louée toute la descendance d’Israël. 
ant3;Introíte in conspéctu Dómini in exsultatióne. ;Entrez en présence de Dieu dans l’exultation. 
LB_matin;LB_Is 52, 13-15;
RB_matin;"R/. Ipse liberábit me * De láqueo venántium. Ipse. 
V/. Et a verbo malígno. * De láqueo venántium. Glória Patri. Ipse.";"R/. C'est lui qui m'a dégagé * des filets du chasseur. Il me. 
V/. Et des paroles haineuses. * Des filets du chasseur. Gloire au Père. C'est lui."
benedictus;"Multa bona ópera operátus sum vobis, dicit Dóminus; propter quod opus vultis me occídere? ";"J'ai fait devant vous beaucoup d'&oelig;uvres bonnes qui venaient de mon Père : pour laquelle de ces &oelig;uvres me lapidez-vous ? "
preces_matin;preces_XII;
oratio;Absólve, quæsumus, Dómine, tuórum delícta populórum, ut a peccatórum néxibus, quæ pro nostra fragilitáte contráximus, tua benignitáte liberémur. Per Dóminum.;"Pardonne, Seigneur, les fautes de ton peuple ; puisque notre faiblesse nous a rendus captifs du péché, que ta tendresse nous en délivre. "
HYMNUS_tertiam;hy_Dei fide, qua vívimus;
HYMNUS_sextam;hy_Qua Christus hora sítiit;
HYMNUS_nonam;hy_Ternis ter horis númerus;
ant4;Advenérunt nobis dies pæniténtiæ ad rediménda peccáta, ad salvándas ánimas.;Les jours de la pénitence nous sont advenus, pour l'expiation des péchés, et le salut de nos âmes.
ant5;"Vivo ego, dicit Dóminus; nolo mortem peccatóris, sed ut magis convertátur et vivat.";Moi je vis, dit le Seigneur. Je ne prends pas plaisir dans la mort du pêcheur, mais à qu'il se convertisse et qu'il vive.
ant6;Per arma iustítiæ virtútis Dei, commendémus nosmetípsos in multa patiéntia.;Par les armes de la justice et de la force de Dieu, nous rendons recommandables d'une grande constance.                         
LB_3;LB_Is 53, 2-3;
RB_3;"V/. Cor mundum crea in me, Deus. 
R/. Et spíritum firmum ínnova in viscéribus meis.";"V/.O Dieu, crée en moi un c&oelig;ur pur;  
R/. Et renouvelle au dedans de moi un esprit ferme."
LB_6;LB_Is 53, 4-5;
RB_6;"V/. Avérte fáciem tuam a peccátis meis. 
R/. Et omnes iniquitátes meas dele.";"V/. Détourne ta face de mes péchés, 
R/. Efface toutes mes iniquités. "
LB_9;LB_Is 53, 6-7;
RB_9;"V/. Sacrifícium Deo spíritus contribulátus. 
R/. Cor contrítum et humiliátum, Deus, non despícies.";"V/. Les sacrifices de Dieu, c'est un esprit brisé; 
R/. ô Dieu, tu ne dédaignes pas un c&oelig;ur brisé et contrit. "
HYMNUS_vesperas;hy_Iesu, quadragenáriæ;
ant7;Sana, Dómine, ánimam meam, quia peccávi tibi. ;Guéris, Seigneur, mon âme, car j’ai pêché contre toi. 
ant8;Dóminus virtútum nobíscum, refúgium nobis Deus Iacob. ;Le Seigneur est notre force, notre refuge est le Dieu de Jacob. 
ant9;Omnes gentes vénient et adorábunt coram te, Dómine. ;Toutes les nations viendront et t’adoreront, Seigneur. 
LB_soir;LB_1 Petr 2, 21b-24;
RB_soir;"R/. Ego dixi: Dómine, * Miserére mei. Ego. 
V/. Sana ánimam meam, quia peccávi tibi.* Miserére mei. Glória Patri. Ego.";"R/. J'ai dit : Seigneur, * aie pitié de moi. J'ai dit. 
V/.Guéris mon âme, car j'ai péché contre toi.* aie pitié de moi. Gloire au Père. J'ai dit."
magnificat;Si mihi non créditis, opéribus crédite, quæ ego fácio in nómine Dei. ;"Si vous ne me croyez pas, croyez mes &oelig;uvres, que je fais au nom de Dieu. "
preces_soir;preces_XIII;
