HYMNUS_laudes;hy_Precémur omnes cérnui;;
ant1;Benedícam te in vita mea, Dómine, et in nómine tuo levábo manus meas.;Je te bénirai dans ma vie, Seigneur, et à ton nom, j'éléverai les mains.;
ant2;Hymnum dícite, et superexaltáte Deum in sæcula.;Dites des hymnes, et exaltez Dieu dans les siècles.;
ant3;Beneplácitum est Dómino in pópulo suo, et honorábit mansuétos in salútem.;Le Seigneur se complait dans son peuple, il glorifie les humbles en les sauvant. ;Ps 149,4
LB_matin;LB_Neh 8, 9b. l0b;;
RB_matin;"R/. Christe, Fili Dei vivi, * Miserére nobis. Christe. 
V/. Qui attrítus es propter scélera nostra.* Miserére nobis. Glória Patri. Christe.";"R/. O Christ, fils du Dieu vivant, * Aie pitié de nous. O Christ. 
V/. Toi qui fus broyé pour nos iniquités.* Aie peité de nous. Gloire au Père. O Christ.";
preces_matin;preces_IX;;
oratio_laudes;Concéde nobis, omnípotens Deus, ut, per ánnua quadragesimális exercítia sacraménti, et ad intellegéndum Christi proficiámus arcánum, et efféctus eius digna conversatióne sectémur. Per Dóminum.;Donne-nous, Dieu tout-puissant, par les exercices annuels du mystère des quarante jours, de progresser à la fois dans la compréhension de la dimension cachée du Christ et d'en imiter les conséquences par une vie vertueuse.;
HYMNUS_tertiam;hy_Dei fide, qua vívimus;;
HYMNUS_sextam;hy_Qua Christus hora sítiit;;
HYMNUS_nonam;hy_Ternis ter horis númerus;;
ant4;Advenérunt nobis dies pæniténtiæ ad rediménda peccáta, ad salvándas ánimas.;Les jours de la pénitence nous sont advenus, pour l'expiation des péchés, et le salut de nos âmes.;
ant5;"Vivo ego, dicit Dóminus; nolo mortem peccatóris, sed ut magis convertátur et vivat.";Moi je vis, dit le Seigneur. Je ne prends pas plaisir dans la mort du pêcheur, mais à qu'il se convertisse et qu'il vive.;
ant6;Per arma iustítiæ virtútis Dei, commendémus nosmetípsos in multa patiéntia.;Par les armes de la justice et de la force de Dieu, nous rendons recommandables d'une grande constance.                         ;
LB_3;LB_1 Th 4, 1. 7;;
RB_3;"V/. Cor mundum crea in me, Deus. 
R/. Et spíritum firmum ínnova in viscéribus meis.";"V/.O Dieu, crée en moi un coeur pur;  
R/. Et renouvelle au dedans de moi un esprit ferme.";
oratio_3;Convérte nos, Deus, salutáris noster, et, ut nobis opus quadragesimále profíciat, mentes nostras cæléstibus ínstrue disciplínis. Per Dóminum.;Convertis-nous, Dieu, notre salut, et instruis nos âmes d'un enseignement céleste, afin que l'oeuvre de ces quarante jours nous soit profitable.;
LB_6;LB_Is 30, 15. 18;;
RB_6;"V/. Avérte fáciem tuam a peccátis meis. 
R/. Et omnes iniquitátes meas dele.";"V/. Détourne ta face de mes péchés, 
R/. Efface toutes mes iniquités. ";
oratio_6;Convérte nos, Deus, salutáris noster, et, ut nobis opus quadragesimále profíciat, mentes nostras cæléstibus ínstrue disciplínis. Per Dóminum.;Convertis-nous, Dieu, notre salut, et instruis nos âmes d'un enseignement céleste, afin que l'oeuvre de ces quarante jours nous soit profitable.;
LB_9;LB_Deut 4, 29-31;;
RB_9;"V/. Sacrifícium Deo spíritus contribulátus. 
R/. Cor contrítum et humiliátum, Deus, non despícies.";"V/. Les sacrifices de Dieu, c'est un esprit brisé; 
R/. ô Dieu, tu ne dédaignes pas un coeur brisé et contrit. ";
oratio_9;Convérte nos, Deus, salutáris noster, et, ut nobis opus quadragesimále profíciat, mentes nostras cæléstibus ínstrue disciplínis. Per Dóminum.;Convertis-nous, Dieu, notre salut, et instruis nos âmes d'un enseignement céleste, afin que l'oeuvre de ces quarante jours nous soit profitable.;
HYMNUS_vesperas;hy_Audi, benígne Cónditor;;
ant7;Dóminum Deum tuum adorábis et illi soli sérvies.;Tu adoreras le Seigneur ton Dieu, et lui seul tu serviras.;
ant8;Ecce nunc tempus acceptábile, ecce nunc dies salútis.;Voici le temps favorable, voici le jour du salut.;
ant9;Ecce ascéndimus Ierosólymam, et consummabúntur ómnia quæ scripta sunt de Fílio hóminis.;Voici que nous montons à Jérusalem et que va s'accomplir pour le Fils de l'homme tout ce qui a été écrit par les prophètes. ;
ps9;NT8;;
LB_soir;LB_Cf. 1 Cor 9, 24-25;;
RB_soir;"R/. Atténde, Dómine, et miserére, * Quia peccávimus tibi. Atténde. 
V/. Exáudi, Christe, supplicántum preces. * Quia peccávimus tibi. Glória Patri. Atténde.";"R/. Écoute-nous, Seigneur, et aie pitié de nous, * car nous avons péché contre toi. Ecoute. 
V/. Exauce, ô Christ, nos prières suppliantes. * car nous avons péché contre toi. Gloire au Père. Ecoute.";
oratio_vesperas;Concéde nobis, omnípotens Deus, ut, per ánnua quadragesimális exercítia sacraménti, et ad intellegéndum Christi proficiámus arcánum, et efféctus eius digna conversatióne sectémur. Per Dóminum.;Donne-nous, Dieu tout-puissant, par les exercices annuels du mystère des quarante jours, de progresser à la fois dans la compréhension de la dimension cachée du Christ et d'en imiter les conséquences par une vie vertueuse.;
preces_soir;preces_X;;
