HYMNUS_laudes;hy_Iam, Christe, sol iustítiæ;;
ant1;Annuntiámus mane misericórdiam tuam, Dómine, et veritátem tuam per noctem.;Nous publions le matin votre bonté, Seigneur, et votre fidélité pendant la nuit,;
ant2;Date magnificéntiam Deo nostro.;Rendez gloire à notre Dieu !;
ant3;Quam admirábile est nomen tuum, Dómine, in univérsa terra.;Seigneur, que votre nom est glorieux sur toute la terre !;
LB_matin;LB_Is 1, 16-18;;
RB_matin;"R/. Ipse liberábit me * De láqueo venántium. Ipse. 
V/. Et a verbo malígno. * De láqueo venántium. Glória Patri. Ipse.";"R/. C'est lui qui m'a dégagé * des filets du chasseur. Il me. 
V/. Et des paroles haineuses. * Des filets du chasseur. Gloire au Père. C'est lui.";
benedictus;Pater, peccávi in cælum et coram te, iam non sum dignus vocári fílius tuus, fac me sicut unum ex mercenáriis tuis.;"Mon père, j'ai péché contre le ciel et envers toi ; je ne mérite plus d'être appelé ton fils : traite-moi comme l'un de tes mercenaires.";LC XV 18-19
preces_matin;preces_XIV;;
oratio;Deus, qui nos gloriósis remédiis in terris adhuc pósitos iam cæléstium rerum facis esse consórtes, tu, quæsumus, in ista qua vívimus nos vita gubérna ut ad illam, in qua ipse es, lucem perdúcas. Per Dóminum.;"Par votre gr&acirc;ce vous nous guérissez, Seigneur, et vous nous donnez déjà les biens du ciel alors que nous sommes encore sur la terre ; dirigez vous-même notre vie de chaque jour et conduisez-la jusqu'à cette lumière où vous voulez nous accueillir.";
HYMNUS_tertiam;hy_Dei fide, qua vívimus;;
HYMNUS_sextam;hy_Qua Christus hora sítiit;;
HYMNUS_nonam;hy_Ternis ter horis númerus;;
ant4;Advenérunt nobis dies pæniténtiæ ad rediménda peccáta, ad salvándas ánimas.;Les jours de la pénitence nous sont advenus, pour l'expiation des péchés, et le salut de nos âmes.;
ant5;"Vivo ego, dicit Dóminus; nolo mortem peccatóris, sed ut magis convertátur et vivat.";Moi je vis, dit le Seigneur. Je ne prends pas plaisir dans la mort du pêcheur, mais à qu'il se convertisse et qu'il vive.;
ant6;Per arma iustítiæ virtútis Dei, commendémus nosmetípsos in multa patiéntia.;Par les armes de la justice et de la force de Dieu, nous rendons recommandables d'une grande constance.                         ;
LB_3;LB_Ap 3, 19-20;;
RB_3;"V/. Cor mundum crea in me, Deus. 
R/. Et spíritum firmum ínnova in viscéribus meis.";"V/.O Dieu, crée en moi un coeur pur;  
R/. Et renouvelle au dedans de moi un esprit ferme.";
LB_6;LB_Is 44, 21-22;;
RB_6;"V/. Avérte fáciem tuam a peccátis meis. 
R/. Et omnes iniquitátes meas dele.";"V/. Détourne ta face de mes péchés, 
R/. Efface toutes mes iniquités. ";
LB_9;LB_Gal 6, 7b-8;;
RB_9;"V/. Sacrifícium Deo spíritus contribulátus. 
R/. Cor contrítum et humiliátum, Deus, non despícies.";"V/. Les sacrifices de Dieu, c'est un esprit brisé; 
R/. ô Dieu, tu ne dédaignes pas un coeur brisé et contrit. ";
HYMNUS_vesperas;hy_Audi, benígne Cónditor;;
ant7;Pænitémini et crédite Evangélio, dicit Dóminus.;Convertissez-vous et croyez à l´Évangile, dit le Seigneur.;
ant8;Sacrificábo hóstiam laudis, et nomen Dómini invocábo.;"Je t'offrirai un sacrifice d'actions de grâces,
et j'invoquerai le nom du Seigneur.";
ant9;Nemo tollit a me ánimam meam, sed ego pono eam et íterum sumo eam.;Personne ne me la ravit, mais je la donne de moi-même.;
LB_soir;LB_2 Cor 6, 1-4a;;
RB_soir;"R/. Atténde, Dómine, et miserére, * Quia peccávimus tibi. Atténde.
V/. Exáudi, Christe, supplicántum preces. * Quia peccávimus tibi. Glória Patri. Atténde.";"R/. Ecoute, Seigneur, et prends pitié, * car nous avons péché contre Toi. Ecoute.
V/. Ecoute, ô Christ, les pières de ceux qui te supplient.* car nous avons péché contre Toi. Gloire au Père. Ecoute.";
preces_soir;preces_I;;
