HYMNUS_laudes;hy_Aurora lucis rutilat;;
ant1;Cantábimus sicut choros ducéntes: omnes fontes mei sunt in te, cívitas Dei, allelúia.;"Nous chanterons comme les chœurs qui proclament :  ""Toutes mes sources sont en toi, alléluia.";Ps LXXXVII 7
ant2;Sicut pastor, congregábit agnos et in sinu suo levábit, allelúia.;Comme un berger, il recueillera les agneaux dans ses bras, et les portera dans son sein, alléluia.;Is XL 11
ant3;Dóminus in Sion magnus, et excélsus super omnes pópulos, allelúia.;Le Seigneur est grand dans Sion, il est élevé au dessus de tous les peuples, alléluia.;Ps XCIX 2
LB_matin;LB_Rom 8, 10-11;;
RB_matin;"R/. Surréxit Dóminus de sepúlcro,* Allelúia, allelúia. Surréxit. 
V/. Qui pro nobis pepéndit in ligno. *Allelúia, allelúia. Glória Patri. Surréxit.";"R/. Le Seigneur s'est relevé du tombeau,* Alléluia, alléluia. Le Seigneur.
V/. Lui qui pour nous a pendu sur le bois. *Alléluia, alléluia. Gloire au Père. Le Seigneur.";
benedictus;Amen, amen dico vobis: Qui credit in me, habet vitam ætérnam, allelúia.;En vérité, en vérité, je vous le dit : qui croit en moi a la vie éternelle, alléluia.;
preces_matin;preces_XV;;
oratio_laudes;Omnípotens sempitérne Deus, propénsius his diébus tuam pietátem consequámur, quibus eam plénius te largiénte cognóvimus, ut, quos ab erróris calígine liberásti, veritátis tuæ fírmius inhærére fácias documéntis. Per Dóminum.;Dieu éternel et tout-puissant, fais nous rechercher avec plus d’attention ta bonté en ces jours, où nous l’avons reçue plus abondante par ton don généreux, afin que tu rendes plus fermement attachés à l’enseignement de ta vérité ceux que tu as libérés des ténèbres de l’erreur.;
HYMNUS_tertiam;hy_Iam surgit hora tértia;;
HYMNUS_sextam;hy_Veníte, servi, súpplices;;
HYMNUS_nonam;hy_Hæc hora, quæ resplénduit;;
ant4;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant5;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant6;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
LB_3;LB_1 Cor 12, 13;;
RB_3;"V/. Surréxit Dóminus vere, allelúia. 
R/. Et appáruit Simóni, allelúia.";"V/. Le Seigneur est vraiment ressuscité, alléluia.
R/. Et il est apparu à Simon, alléluia.";Luc XXIV 34
