HYMNUS_laudes;hy_Aurora lucis rutilat;;
ant1;Propter nomen tuum, Dómine, vivificábis me, allelúia.;A cause de ton nom, Seigneur, rends-moi la vie, alléluia. ;Ps CXLIII 11
ant2;Iterum vidébo vos, et gaudébit cor vestrum, allelúia.;Je vous reverrai, et votre coeur se réjouira, alléluia.;Jn XVI 22
ant3;Ædíficat Ierúsalem Dóminus et sanat contrítos corde, allelúia.;Le Seigneur rebâtit Jérusalem, Il guérit ceux qui ont le coeur brisé, alléluia.;Ps CXLVII 2-3
LB_matin;LB_Rom 8, 10-11;;
RB_matin;"R/. Surréxit Dóminus de sepúlcro,* Allelúia, allelúia. Surréxit. 
V/. Qui pro nobis pepéndit in ligno. *Allelúia, allelúia. Glória Patri. Surréxit.";"R/. Le Seigneur s'est relevé du tombeau,* Alléluia, alléluia. Le Seigneur.
V/. Lui qui pour nous a pendu sur le bois. *Alléluia, alléluia. Gloire au Père. Le Seigneur.";
benedictus;"Non est discípulus super magístrum; perféctus autem omnis erit, si sit sicut magíster eius, allelúia.";"Il n'y a pas de disciple au-dessus du maître; mais tout (disciple), son instruction achevée, sera comme son maître, alléluia.";Luc VI 40
preces_matin;preces_XV;;
oratio_laudes;Deus, qui humánam natúram supra primæ oríginis réparas dignitátem, réspice ad pietátis tuæ ineffábile sacraméntum, ut, quos regeneratiónis mystério dignátus es innováre, in his dona tuæ perpétuæ grátiæ benedictionísque consérves. Per Dóminum.;Ô Dieu, qui as restauré la nature humaine au-dessus de la dignité de sa première origine, tourne-toi vers l’ineffable mystère de ta bonté, afin que, ceux que tu as jugés dignes de renouveler par le mystère de la régénération, tu les conserves dans ces dons deta grâce éternelle et de tes bénédictions.;
HYMNUS_tertiam;hy_Iam surgit hora tértia;;
HYMNUS_sextam;hy_Veníte, servi, súpplices;;
HYMNUS_nonam;hy_Hæc hora, quæ resplénduit;;
ant4;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant5;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant6;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
LB_3;LB_1 Cor 12, 13;;
RB_3;"V/. Surréxit Dóminus vere, allelúia. 
R/. Et appáruit Simóni, allelúia.";"V/. Le Seigneur est vraiment ressuscité, alléluia.
R/. Et il est apparu à Simon, alléluia.";Luc XXIV 34
oratio_3;Deus, qui humánam natúram supra primæ oríginis réparas dignitátem, réspice ad pietátis tuæ ineffábile sacraméntum, ut, quos regeneratiónis mystério dignátus es innováre, in his dona tuæ perpétuæ grátiæ benedictionísque consérves. Per Dóminum.;Ô Dieu, qui as restauré la nature humaine au-dessus de la dignité de sa première origine, tourne-toi vers l’ineffable mystère de ta bonté, afin que, ceux que tu as jugés dignes de renouveler par le mystère de la régénération, tu les conserves dans ces dons deta grâce éternelle et de tes bénédictions.;
LB_6;LB_Tit 3, 5b-7;;
RB_6;"V/. Gavísi sunt discípuli, allelúia. 
R/. Viso Dómino, allelúia.";"V/. Les disciples furent remplis de joie, allelúia. 
R/. En voyant le  Seigneur, allelúia.";Jean XX 20
oratio_6;Deus, qui humánam natúram supra primæ oríginis réparas dignitátem, réspice ad pietátis tuæ ineffábile sacraméntum, ut, quos regeneratiónis mystério dignátus es innováre, in his dona tuæ perpétuæ grátiæ benedictionísque consérves. Per Dóminum.;Ô Dieu, qui as restauré la nature humaine au-dessus de la dignité de sa première origine, tourne-toi vers l’ineffable mystère de ta bonté, afin que, ceux que tu as jugés dignes de renouveler par le mystère de la régénération, tu les conserves dans ces dons deta grâce éternelle et de tes bénédictions.;
LB_9;LB_Col 1, 12-14;;
RB_9;"V/. Mane nobíscum, Dómine, allelúia. 
R/. Quóniam advesperáscit, allelúia.";"V/. Reste avec nous, Seigneur, alléluia.
R/. Car le soir tombe, alléluia.";Luc XXIV 29
oratio_9;Deus, qui humánam natúram supra primæ oríginis réparas dignitátem, réspice ad pietátis tuæ ineffábile sacraméntum, ut, quos regeneratiónis mystério dignátus es innováre, in his dona tuæ perpétuæ grátiæ benedictionísque consérves. Per Dóminum.;Ô Dieu, qui as restauré la nature humaine au-dessus de la dignité de sa première origine, tourne-toi vers l’ineffable mystère de ta bonté, afin que, ceux que tu as jugés dignes de renouveler par le mystère de la régénération, tu les conserves dans ces dons deta grâce éternelle et de tes bénédictions.;
HYMNUS_vesperas;hy_Ad cenam Agni próvidi;;
ant7;Suscéptor meus et liberátor meus Dóminus, allelúia.;Ma citadelle et mon libérateur, c'est le Seigneur, alléluia.;Cf. Ps XVIII 3
ant8;Grátias Deo, qui dedit nobis victóriam per Dóminum nostrum Iesum Christum, allelúia.;Grâces soient rendues à Dieu, qui nous a donné la victoire par Notre-Seigneur Jésus-Christ, alléluia.;1Co XV 57
ant9;Iesus Christus heri et hódie, ipse et in sæcula, allelúia.;"Jésus-Christ est le même hier et aujourd'hui; alléluia";He XIII 8
LB_soir;LB_1 Petr 3, 18. 21b-22;;
RB_soir;"R/. Gavísi sunt discípuli, *Allelúia, allelúia. Gavísi. 
V/. Viso Dómino. * Allelúia, allelúia. Glória Patri. Gavísi.";"R/. Les disciples furent emplis de joie, *Alléluia, alléluia. Les disciples. 
V/. En voyant le Seigneur. * Alléluia, alléluia. Gloire au Père. Les disciples.";Jean XX 20
magnificat;"Ego sum pastor óvium; veni ut vitam hábeant, et abundántius hábeant, allelúia.";Je suis le pasteur des brebis, je suis venu pour que les brebis aient la  vie, et qu'elles soient dans l'abondance, alléluia.;Cf. Jn X 10
oratio_vesperas;Deus, qui humánam natúram supra primæ oríginis réparas dignitátem, réspice ad pietátis tuæ ineffábile sacraméntum, ut, quos regeneratiónis mystério dignátus es innováre, in his dona tuæ perpétuæ grátiæ benedictionísque consérves. Per Dóminum.;Ô Dieu, qui as restauré la nature humaine au-dessus de la dignité de sa première origine, tourne-toi vers l’ineffable mystère de ta bonté, afin que, ceux que tu as jugés dignes de renouveler par le mystère de la régénération, tu les conserves dans ces dons deta grâce éternelle et de tes bénédictions.;
preces_soir;preces_XVI
