HYMNUS_laudes;hy_Aurora lucis rutilat;;
ant1;Surréxit Christus et illúxit pópulo suo, quem redémit sánguine suo, allelúia.;Le Christ est ressucité et s'est mis à briller sur son peuple, qu'il a racheté par son sang, alléluia.;
ant2;Redémptor noster surréxit de sepúlcro: hymnum dicámus Dómino Deo nostro, allelúia.;Notre Rédempteur s'est levé du tombeau, nous dédions cette hymne au Seigneur notre Dieu, alléluia.;
ant3;Allelúia, resurréxit Dóminus sicut dixit vobis, allelúia.;Alléluia, le Seigneur est ressucité comme Il vous l'avait dit, alléluia.;
LB_matin;LB_Rom 8, 10-11;;
RB_matin;Hæc dies quam fecit Dóminus: exsultémus et lætémur in ea, allelúia.;R/.Voici le jour que fit le Seigneur,exultons et soyons dans sa joie, alléluia;
benedictus;Stetit Iesus in médio discipulórum suórum, et dixit eis: Pax vobis, allelúia.;Jésus se tint au milieu de ses disciples et leur dit : la paix soit avec vous, alléluia.;Jn, 20,26
preces_matin;preces_XV;;
oratio_laudes;Deus, qui diversitátem géntium in confessióne tui nóminis adunásti, da, ut renátis fonte baptísmatis una sit fides méntium et píetas actiónum. Per Dóminum.;"Ô Dieu, qui as réuni les nations diverses dans la confession de ton Nom ; fais que ceux qui sont renés dans la fontaine du baptême n’aient qu’une même foi dans leurs esprits, et qu’une même piété dans leurs œuvres. ";
HYMNUS_tertiam;hy_Iam surgit hora tértia;;
HYMNUS_sextam;hy_Veníte, servi, súpplices;;
HYMNUS_nonam;hy_Hæc hora, quæ resplénduit;;
ant4;Christus surréxit a mórtuis, iam non móritur, allelúia.;Le Christ est ressucité d'entre les morts, à l'instant il ne meurt pas, alléluia.;
ant5;Tráditus est propter delícta nostra, et resurréxit propter iustificatiónem nostram, allelúia.;Il a été livré pour nos offenses, et est ressuscité pour notre justification, alléluia.;Rom IV 25
ant6;Si consurrexístis cum Christo, quæ sursum sunt quærite, allelúia.;Si vous êtes ressuscités avec le Christ, recherchez les choses d'en haut, alléluia.;Col III 1
LB_3;LB_1 Cor 12, 13;;
RB_3;"V/. Hæc dies quam fecit Dóminus, allelúia. 
R/. Exsultémus et lætémur in ea, allelúia.";"V/. Voici le jour que fit le Seigneur, alléluia.
R/. Exultons et soyons dans la joie, alléluia.";
oratio_3;Deus, qui diversitátem géntium in confessióne tui nóminis adunásti, da, ut renátis fonte baptísmatis una sit fides méntium et píetas actiónum. Per Dóminum.;"Ô Dieu, qui as réuni les nations diverses dans la confession de ton Nom ; fais que ceux qui sont renés dans la fontaine du baptême n’aient qu’une même foi dans leurs esprits, et qu’une même piété dans leurs œuvres. ";
LB_6;LB_Tit 3, 5b-7;;
RB_6;"V/. Hæc dies quam fecit Dóminus, allelúia. 
R/. Exsultémus et lætémur in ea, allelúia.";"V/. Voici le jour que fit le Seigneur, alléluia.
R/. Exultons et soyons dans la joie, alléluia.";
oratio_6;Deus, qui diversitátem géntium in confessióne tui nóminis adunásti, da, ut renátis fonte baptísmatis una sit fides méntium et píetas actiónum. Per Dóminum.;"Ô Dieu, qui as réuni les nations diverses dans la confession de ton Nom ; fais que ceux qui sont renés dans la fontaine du baptême n’aient qu’une même foi dans leurs esprits, et qu’une même piété dans leurs œuvres. ";
LB_9;LB_Col 1, 12-14;;
RB_9;"V/. Hæc dies quam fecit Dóminus, allelúia. 
R/. Exsultémus et lætémur in ea, allelúia.";"V/. Voici le jour que fit le Seigneur, alléluia.
R/. Exultons et soyons dans la joie, alléluia.";
oratio_9;Deus, qui diversitátem géntium in confessióne tui nóminis adunásti, da, ut renátis fonte baptísmatis una sit fides méntium et píetas actiónum. Per Dóminum.;"Ô Dieu, qui as réuni les nations diverses dans la confession de ton Nom ; fais que ceux qui sont renés dans la fontaine du baptême n’aient qu’une même foi dans leurs esprits, et qu’une même piété dans leurs œuvres. ";
HYMNUS_vesperas;hy_Ad cenam Agni próvidi;;
ant7;Venérunt ad monuméntum María Magdaléne et áltera María vidére sepúlcrum, allelúia.;Marie-Madeleine et l'autre Marie, allèrent au tombeau pour voir le sépulcre, alléluia.;
ant8;Veníte, et vidéte locum ubi pósitus erat Dóminus, allelúia.;Venez, et voyez l'endroit où était posé le Seigneur, alléluia.;
ant9;"Ait Iesus: Nolíte timére; ite, nuntiáte frátribus meis ut eant in Galilæam; ibi me vidébitis, allelúia.";"Jésus dit : n'ayez pas peur ; allez, annoncez à mes frères que je les attends en Galilée, ils me verront là bas, alléluia.";
LB_soir;LB_1 Petr 3, 18. 21b-22;;
RB_soir;R/. Hæc dies quam fecit Dóminus: exsultémus et lætémur in ea, allelúia.;R/. Voici le jour qu'a fait le Seigneur, exultons et soyons dans sa joie, alléluia.;
magnificat;Vidéte manus meas et pedes meos, quia ego ipse sum, allelúia.;"Voyez mes mains et mes pieds; c'est bien moi, alléluia.";Lc 24,39.
oratio_vesperas;Deus, qui diversitátem géntium in confessióne tui nóminis adunásti, da, ut renátis fonte baptísmatis una sit fides méntium et píetas actiónum. Per Dóminum.;"Ô Dieu, qui as réuni les nations diverses dans la confession de ton Nom ; fais que ceux qui sont renés dans la fontaine du baptême n’aient qu’une même foi dans leurs esprits, et qu’une même piété dans leurs œuvres. ";
preces_soir;preces_XVI
