HYMNUS_laudes;hy_Splendor_patérnæ_glóriæ;
verset_matin;V/. Repléti sumus mane misericórdia tua.<br />R/. Exsultávimus, et delectáti sumus.;R/. Dès le matin nous sommes remplis de ta miséricorde.<br />V/. Elle fait notre joie et nos délices.
ant1;Miserére mei, Deus.;Aie pitié de moi, ô Dieu.
ant2;Intéllege clamórem meum, Dómine.;Entends mes cris, Seigneur.
ant3;Dómine, in cælo misericórdia tua.;Seigneur, ta miséricorde atteint le ciel
antl4;Convérsus est furor tuus, Dómine, et consolátus es me.;Tu reviens de ta fureur, Seigneur, et tu me consoles.
antl5;Laudáte Dóminum de cælis.;Louez le Seigneur du haut des cieux
LB_matin;LB_2Th3.10b-13;
RB_matin;"R/. Benedíctus Dóminus  * A sæculo et usque in sæculum. Benedíctus.
V/. Qui facit mirabília solus.  * A sæculo et usque in sæculum. Glória Patri. ";"R/. Le Seigneur est béni * dans les siècles des siècles.
V/. Lui seul a fait des merveilles. * dans les siècles des siècles. Gloire au Père."
benedictus;Benedíctus Dóminus Deus Israel.;Béni soit le Seigneur d'Israël.
preces_matin;preces_IV;
oratio_laudes;Actiónes nostras, quæsumus, Dómine, aspirándo præveni et adiuvándo proséquere, ut cuncta nostra operátio a te semper incípiat, et per te coepta finiátur. Per Dóminum.;Que ta grâce inspire notre action, Seigneur, et la soutienne jusqu'au bout, pour que toutes nos activités prennent leur source en toi et reçoivent de toi leur achèvement. Par Jésus Christ.
HYMNUS_tertiam;hy_Nunc_Sancte_nobis_Spíritus;
HYMNUS_sextam;hy_Rector_potens_verax_Deus;
HYMNUS_nonam;hy_Rerum_Deus_tenax_vigor;
ant4;Adiuva me, et salus ero, Dómine.;Viens à mon aide et je serai sauvé, Seigneur.
ant5;Aspice in me et miserere mei, Dómine.;Regarde-moi, et prends pitié de moi, Seigneur.
ant6;Fiat manus tua, Dómine, ut salvet me, quoniarn mandata tua elegi.;Que ta main me sauve, Seigneur, car j'aime tes préceptes.
LB_3;LB_Rom 13, 8. 10;
RB_3;"V/. Adiútor meus esto, ne me reícias.
R/. Neque derelínquas me, Deus salútis meæ.";"V/. Tu es mon secours, Seigneur, ne me rejette pas.
R/. Et ne m’abandonne pas, Dieu, mon Salut."
oratio_3;Deus, Pater óptime, qui labórem homínibus ita dedísti, ut mútua semper arte ad altióra profícerent, præsta, quæsumus, sic nos iúgiter operári, ut filiórum in te spíritu et fratérna in omnes caritáte vivámus. Per Christum.;Dieu, Père très bon, toi qui as confié la terre aux hommes pour qu'ils la gardent et la travaillent, pour qu'ils puissent progresser en s'entraidant, donne-nous de mener nos travaux avec un esprit filial envers toi et un esprit fraternel envers tous. Par le Christ, notre Seigneur. Amen.
LB_6;LB_Iac 1, 19b-20. 26;
RB_6;"V/. Benedícam Dóminum in omni témpore.
R/. Semper laus eius in ore meo";"V/. Que le Seigneur soit béni en tout temps.
R/. Sa louange est toujours dans ma bouche."
oratio_6;Deus, qui messis ac víneæ dóminus es et custos, quique offícia tríbuis et iusta stipéndia meritórum, fac nos diéi pondus ita portáre, ut nihil umquam de tuis plácitis conquerámur. Per Christum.;Maître de la vigne et de la moisson, toi qui répartis les tâches et donnes le-vrai salaire, aide-nous à porter le poids du jour sans murmurer contre ta volonté. Par le Christ.
LB_9;LB_1 Petr 1, 17b. 18a. 19;
RB_9;"V/. Rédime me, Dómine, et miserére mei.
R/. In ecclésiis benedícam Dómino.";"V/. Rachète moi, Seigneur, et prends pitié de moi.
R/. Je te bénirai dans l’assemblée, Seigneur."
oratio_9;Deus, qui nos ádvocas illa hora, qua ad templum ascendébant Apóstoli, præsta, ut orátio, quam in nómine Iesu sincéra tibi mente persólvimus, ómnibus nomen illud invocántibus salútem eius váleat impetráre. Per Christum.;Dieu qui nous invites, à nous réunir près de toi comme les Apôtres qui montaient au Temple à la neuvième heure. Que notre prière faite au nom de Jésus appelle ton salut sur tous ceux qui invoquent son nom. Par le Christ.
HYMNUS_vesperas;hy_Imménse cæli cónditor;
verset_soir;R/. Dirigátur, Dómine, orátio mea.<br />V/. Sicut incénsum in conspéctu tuo. ;R/. Que ma prière, Seigneur, s'élève.<br />V/. Comme un encens jusqu'à toi.
ant7;Nos, qui vívimus, benedícimus Dómino.;nous les vivants, bénissons le Seigneur.
ant8;Inclinávit Dóminus aurem suam mihi.;Le Seigneur a incliné vers moi son oreille.
ant9;Crédidi, propter quod locútus sum.;J'ai cru, c'est pourquoi j'ai parlé.
antv10;Sæpe expugnavérunt me a iuventúte mea.;Ils m'ont souvent attaqué depuis ma jeunesse.
LB_soir;LB_Col 1, 9b-11;
RB_soir;"R/. Sana ánimam meam,  * Quia peccávi tibi. Sana. 
V/. Ego dixi: Dómine, miserére mei.  * Quia peccávi tibi. Glória Patri. Sana.";"R/. Guéris mon âme, car j’ai pêché contre toi.
V/. Je dis : Seigneur, prends pitié de moi. Car j’ai pêché contre toi. Gloire au Père."
magnificat;Magníficat ánima mea Dóminum, quia respéxit Deus humilitátem meam.;Mon âme exalte le Seigneur, car il s’est penché sur mon humilité.
oratio_vesperas;Magníficet te, Dómine, hæc nostræ servitútis proféssio, ut qui propter nostram salútem humilitátem Maríæ Vírginis respexísti, ad plenitúdinem redemptiónis nos fácias exaltári. Per Dóminum.;Que te magnifie, Seigneur, la proclamation de notre servitude, pour que, toi qui, pour notre salut, t'es penché sur Marie, ton humble servante, tu nous éleves à la plénitude de la rédemption. 
preces_soir;preces_V;
