"&nbsp;";
"&nbsp;";
"&nbsp;";
II;II
Iurávit Dóminus David veritátem * et non recédet ab ea:;Le Seigneur a fait à David un serment véridique, et Il ne le trompera point: 
«De fructu ventris tui * ponam super sedem tuam.;J'établirai sur ton trône le fruit de ton sein.
Si custodíerint fílii tui testaméntum meum * et testimónia mea, quæ docébo eos,;Si tes fils gardent Mon alliance et les préceptes que Je leur enseignerai,
fílii eórum usque in sæculum * sedébunt super sedem tuam».;à tout jamais aussi leurs enfants * seront assis sur ton trône.
Quóniam elégit Dóminus Sion, * desiderávit eam in habitatiónem sibi:;"Car le Seigneur a choisi Sion; * Il l'a choisie pour Sa demeure."
"«Hæc réquies mea in sæculum sæculi; * hic habitábo, quóniam desiderávi eam.";"C'est là pour toujours le lieu de Mon repos; * J'y habiterai, car Je l'ai choisie."
Cibária eius benedícens benedícam, * páuperes eius saturábo pánibus.;"Je donnerai à sa veuve une bénédiction abondante; * Je rassasierai de pain ses pauvres."
Sacerdótes eius índuam salutári, * et sancti eius exsultatióne exsultábunt.;Je revêtirai ses prêtres de salut, * et ses saints seront ravis de joie.
Illic germináre fáciam cornu David, * parábo lucérnam christo meo.;"Là Je ferai paraître la puissance de David; * J'ai préparé une lampe pour Mon Christ."
Inimícos eius índuam confusióne, * super ipsum autem efflorébit diadéma eius».;"Je couvrirai Ses ennemis de confusion; * mais Ma sainteté fleurira sur Lui."
