Psalmus 118 (119), 1-8;Psalmus 118 (119), 1-8
Meditatio verbi Domini in lege;Méditation sur la Parole de Dieu et sa loi.
Hæc est caritas Dei, ut mandata eius servemus (1 Io 5, 3).;C’est aimer Dieu que de garder ses commandements (1 Io 5, 3).
I (Aleph);I (Aleph)
Beáti immaculáti in via, * qui ámbulant in lege Dómini.;Heureux ceux qui sont irréprochables dans leur voie, qui marchent selon la loi du Seigneur! 
Beáti, qui servant testimónia eius, * in toto corde exquírunt eum.;Heureux ceux qui gardent ses enseignements, qui le cherchent de tout leur coeur, 
Non enim operáti sunt iniquitátem, * in viis eius ambulavérunt. ;Qui ne commettent pas l'iniquité et qui marchent dans ses voies! 
Tu mandásti * mandáta tua custodíri nimis.;Tu as prescrit tes ordonnances, pour qu'on les observe avec soin. 
Utinam dirigántur viæ meæ * ad custodiéndas iustificatiónes tuas! ;Puissent mes voies être dirigées, pour que j'observe tes lois! 
Tunc non confúndar, * cum perspéxero in ómnibus præcéptis tuis.;Alors je n'aurai point à rougir, à la vue de tous tes commandements. 
Confitébor tibi in directióne cordis, * in eo quod dídici iudícia iustítiæ tuæ. ;Je te louerai dans la droiture de mon coeur, en apprenant les préceptes de ta justice. 
Iustificatiónes tuas custódiam, * non me derelínquas usquequáque.;Je veux garder tes lois: ne me délaisse pas complètement. 
