HYMNUS_laudes;hy_Aurora lucis rutilat;;
ant1;Delectásti me, Dómine, et in opéribus mánuum tuárum exsultábo, allelúia.;Tu me réjouis, Seigneur, et je tressaille devant les ouvrages de tes mains, alléluia.;Ps 91,5
ant2;"Ego occídam et vívere fáciam; percútiam et ego sanábo, allelúia.";"C'est moi qui fais mourir et qui fais vivre; j'ai blessé, et c'est moi qui guérirai, alléluia.";Dt 32,39
ant3;Glória et honóre coronásti Christum tuum, allelúia.;Tu as couronné ton Christ de gloire et d'honneur, alléluia.;Hbr 2,7, Ps 8,6
LB_matin;LB_Rom 14, 7-9;;
RB_matin;"R/. Surréxit Dóminus de sepúlcro,* Allelúia, allelúia. Surréxit. 
V/. Qui pro nobis pepéndit in ligno. *Allelúia, allelúia. Glória Patri. Surréxit.";"R/. Le Seigneur s'est relevé du tombeau,* Alléluia, alléluia. Le Seigneur.
V/. Lui qui pour nous a pendu sur le bois. *Alléluia, alléluia. Gloire au Père. Le Seigneur.";
benedictus;"Pax vobis, ego sum, allelúia; nolíte timére, allelúia.";La paix soit avec vous, c'est moi, alléluia, n'ayez pas peur, alléluia.;
preces_matin;preces_XIII;;
oratio_laudes;Deus, per quem nobis et redémptio venit et præstátur adóptio, fílios dilectiónis tuæ benígnus inténde, ut in Christo credéntibus et vera tribuátur libértas et heréditas ætérna. Per Dóminum.;Ô Dieu, par qui nous vient le rachat et par qui nous est donnée l’adoption, viens avec bienveillance au devant des fils de ton amour, pour que croyant au Christ, la vraie liberté et l’héritage éternel leur soient donnés.;
HYMNUS_tertiam;hy_Iam surgit hora tértia;;
HYMNUS_sextam;hy_Veníte, servi, súpplices;;
HYMNUS_nonam;hy_Hæc hora, quæ resplénduit;;
ant4;Allelúia, allelúia, allelúia.;Allelúia, allelúia, allelúia.;
ant5;Allelúia, allelúia, allelúia.;Allelúia, allelúia, allelúia.;
ant6;Allelúia, allelúia, allelúia.;Allelúia, allelúia, allelúia.;
LB_3;LB_Rom 5, 10-11;;
RB_3;"V/. Surréxit Dóminus vere, allelúia. 
R/. Et appáruit Simóni, allelúia.";"V/. Le Seigneur est vraiment ressuscité, alléluia. 
R/. Et il est apparu à Simon, alléluia.";
oratio_3;Deus, per quem nobis et redémptio venit et præstátur adóptio, fílios dilectiónis tuæ benígnus inténde, ut in Christo credéntibus et vera tribuátur libértas et heréditas ætérna. Per Dóminum.;Ô Dieu, par qui nous vient le rachat et par qui nous est donnée l’adoption, viens avec bienveillance au devant des fils de ton amour, pour que croyant au Christ, la vraie liberté et l’héritage éternel leur soient donnés.;
LB_6;LB_1 Cor 15, 20-22;;
RB_6;"V/. Gavísi sunt discípuli, allelúia. 
R/. Viso Dómino, allelúia.";"V/. Les disciples furent dans la joie, alléluia. 
R/. En voyant le Seigneur, alléluia.";
oratio_6;Deus, per quem nobis et redémptio venit et præstátur adóptio, fílios dilectiónis tuæ benígnus inténde, ut in Christo credéntibus et vera tribuátur libértas et heréditas ætérna. Per Dóminum.;Ô Dieu, par qui nous vient le rachat et par qui nous est donnée l’adoption, viens avec bienveillance au devant des fils de ton amour, pour que croyant au Christ, la vraie liberté et l’héritage éternel leur soient donnés.;
LB_9;LB_2 Cor 5, 14-15;;
RB_9;"V/. Mane nobíscum, Dómine, allelúia. 
R/. Quóniam advesperáscit, allelúia.";"V/. Reste avec nous, Seigneur, alléluia. 
R/. Car le soir tombe, alléluia.";
oratio_9;Deus, per quem nobis et redémptio venit et præstátur adóptio, fílios dilectiónis tuæ benígnus inténde, ut in Christo credéntibus et vera tribuátur libértas et heréditas ætérna. Per Dóminum.;Ô Dieu, par qui nous vient le rachat et par qui nous est donnée l’adoption, viens avec bienveillance au devant des fils de ton amour, pour que croyant au Christ, la vraie liberté et l’héritage éternel leur soient donnés.;
HYMNUS_vesperas;hy_Ad cenam Agni próvidi;;
ant7;Excélsus super omnes cælos Deus, suscitávit a terra ínopem, allelúia.;Exalté au dessus de tous les cieux, Dieu a relevé le malheureux de la poussière, alléluia.;
ant8;Dirupísti, Dómine, víncula mea: tibi sacrificábo hóstiam laudis, allelúia.;Tu as rompu, Seigneur, mes liens : à toi j'offrirai le sacrifice de louange, alléluia.;
ant9;Fílius Dei dídicit ex iis quæ passus est oboediéntiam, et factus est ómnibus obtemperántibus sibi causa salútis ætérnæ, allelúia.;"Le Fils de Dieu, par ses propres souffrances, ce que c'est qu'obéir; et il sauve à jamais tous ceux qui lui obéissent, alléluia.";Hebr 5,8
LB_soir;LB_1 Petr 2, 9-10;;
RB_soir;"R/. Gavísi sunt discípuli, *Allelúia, allelúia. Gavísi. 
V/. Viso Dómino. * Allelúia, allelúia. Glória Patri. Gavísi.";"R/. Les disciples furent emplis de joie, * Alléluia, alleluia. Les disciples. 
V/. En voyant le Seigneur. * Alléluia, alléluia. Gloire au Père. Les disciples.";
magnificat;<i>Antiphona propria.</i>;<i>Antienne propre</i>;
oratio_vesperas;<i>Oratio propria</i>;<i>Oraison propre</i>;
preces_soir;preces_I
