HYMNUS_laudes;hy_Aurora lucis rutilat;;
ant1;Amplius lava me, Dómine, ab iniustítia mea, allelúia.;Lave-moi complètement, Seigneur, de mon iniquité, alléluia.;Ps LI 4
ant2;Christus peccáta nostra pértulit in córpore suo super lignum, allelúia.;Le Christ a porté nos péchés en son corps sur le bois, alléluia.;1 P II 24
ant3;Introíte in conspéctu Dómini in exsultatióne, allelúia.;Venez en présence du Seingeur avec allégresse, alléluia.;Ps C 2
LB_matin;LB_Act 5, 30-32;;
RB_matin;"R/. Surréxit Dóminus de sepúlcro,* Allelúia, allelúia. Surréxit. 
V/. Qui pro nobis pepéndit in ligno. *Allelúia, allelúia. Glória Patri. Surréxit.";"R/. Le Seigneur s'est relevé du tombeau,* Alléluia, alléluia. Le Seigneur.
V/. Lui qui pour nous a pendu sur le bois. *Alléluia, alléluia. Gloire au Père. Le Seigneur.";
benedictus;Qui mandúcat meam carnem et bibit meum sánguinem, in me manet et ego in eo, allelúia.;Celui qui mange ma chair et boit mon sang, demeure en moi, et moi en lui, alléluia.;Jn VI 56
preces_matin;preces_XVII;;
oratio_laudes;Præsta, quæsumus, omnípotens Deus, ut, qui grátiam domínicæ resurrectiónis cognóvimus, ipsi per amórem Spíritus in novitátem vitæ resurgámus. Per Dóminum.;Fais, nous t'en prions, Dieu tout-puissant, que nous qui avons reçu la grâce du dimanche de la résurrection, nous nous relevions par l’amour de ton Esprit dans le renouveau de la vie.;
HYMNUS_tertiam;hy_Iam surgit hora tértia;;
HYMNUS_sextam;hy_Veníte, servi, súpplices;;
HYMNUS_nonam;hy_Hæc hora, quæ resplénduit;;
ant4;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant5;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant6;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
LB_3;LB_Act 2, 32. 36;;
RB_3;"V/. Surréxit Dóminus vere, allelúia. 
R/. Et appáruit Simóni, allelúia.";"V/. Le Seigneur est vraiment ressuscité, alléluia.
R/. Et il est apparu à Simon, alléluia.";Luc XXIV 34
oratio_3;Præsta, quæsumus, omnípotens Deus, ut, qui grátiam domínicæ resurrectiónis cognóvimus, ipsi per amórem Spíritus in novitátem vitæ resurgámus. Per Dóminum.;Fais, nous t'en prions, Dieu tout-puissant, que nous qui avons reçu la grâce du dimanche de la résurrection, nous nous relevions par l’amour de ton Esprit dans le renouveau de la vie.;
LB_6;LB_Gal 3, 27-28;;
RB_6;"V/. Gavísi sunt discípuli, allelúia. 
R/. Viso Dómino, allelúia.";"V/. Les disciples furent remplis de joie, alléluia.
R/. En voyant le  Seigneur, alléluia.";Jean XX 20
oratio_6;Præsta, quæsumus, omnípotens Deus, ut, qui grátiam domínicæ resurrectiónis cognóvimus, ipsi per amórem Spíritus in novitátem vitæ resurgámus. Per Dóminum.;Fais, nous t'en prions, Dieu tout-puissant, que nous qui avons reçu la grâce du dimanche de la résurrection, nous nous relevions par l’amour de ton Esprit dans le renouveau de la vie.;
LB_9;LB_1 Cor 5, 7-8;;
RB_9;"V/. Mane nobíscum, Dómine, allelúia. 
R/. Quóniam advesperáscit, allelúia.";"V/. Reste avec nous, Seigneur, alléluia.
R/. Car le soir tombe, alléluia.";Luc XXIV 29
oratio_9;Præsta, quæsumus, omnípotens Deus, ut, qui grátiam domínicæ resurrectiónis cognóvimus, ipsi per amórem Spíritus in novitátem vitæ resurgámus. Per Dóminum.;Fais, nous t'en prions, Dieu tout-puissant, que nous qui avons reçu la grâce du dimanche de la résurrection, nous nous relevions par l’amour de ton Esprit dans le renouveau de la vie.;
HYMNUS_vesperas;hy_Ad cenam Agni próvidi;;
ant7;Ego Dóminus salvans te et redémptor tuus, allelúia.;Moi, le Seigneur, je suis ton Sauveur, et ton rédempteur, alléluia.;Is XLIX 26
ant8;Benedíctum quod venit regnum patris nostri David, allelúia.;Béni soit le règne de notre père David, alléluia.;Marc XI 10
ant9;Cantémus Dómino: glorióse enim magnificátus est, allelúia.;Je chanterai au Seigneur, car il a fait éclater sa gloire, alléluia.;Ex XV 1 et Ex XV 21
LB_soir;LB_Hebr 5, 8-10;;
RB_soir;"R/. Gavísi sunt discípuli, *Allelúia, allelúia. Gavísi. 
V/. Viso Dómino. * Allelúia, allelúia. Glória Patri. Gavísi.";"R/. Les disciples furent emplis de joie, *Alléluia, alléluia. Les disciples. 
V/. En voyant le Seigneur. * Alléluia, alléluia. Gloire au Père. Les disciples.";Jean XX 20
magnificat;Crucifíxus surréxit a mórtuis et redémit nos, allelúia.;Le Crucifié est ressucité des morts et nous a racheté, alléluia.;
oratio_vesperas;Præsta, quæsumus, omnípotens Deus, ut, qui grátiam domínicæ resurrectiónis cognóvimus, ipsi per amórem Spíritus in novitátem vitæ resurgámus. Per Dóminum.;Fais, nous t'en prions, Dieu tout-puissant, que nous qui avons reçu la grâce du dimanche de la résurrection, nous nous relevions par l’amour de ton Esprit dans le renouveau de la vie.;
preces_soir;preces_XVIII
