HYMNUS_laudes;hy_Aurora lucis rutilat;;
ant1;Meménto mei, Dómine Deus, dum véneris in regnum tuum, allelúia.;Souviens-toi de moi, Seigneur Dieu, quand tu reviendras avec ta royauté, alléluia.;Cf. Lc XXIII 42
ant2;Vere tu es Deus abscónditus, Deus Israel, salvátor, allelúia.;En vérité, tu es un Dieu caché, Dieu d'Israël, ô Sauveur, alléluia.;Is XLV 15
ant3;Servíte Dómino in lætítia, allelúia.;Servez le Seigneur avec joie, alléluia.;Ps C 2
LB_matin;LB_Act 5, 30-32;;
RB_matin;"R/. Surréxit Dóminus de sepúlcro,* Allelúia, allelúia. Surréxit. 
V/. Qui pro nobis pepéndit in ligno. *Allelúia, allelúia. Glória Patri. Surréxit.";"R/. Le Seigneur s'est relevé du tombeau,* Alléluia, alléluia. Le Seigneur.
V/. Lui qui pour nous a pendu sur le bois. *Alléluia, alléluia. Gloire au Père. Le Seigneur.";
benedictus;Hoc est præcéptum meum: ut diligátis ínvicem, sicut diléxi vos, allelúia.;Ceci est mon commandement, que vous vous aimiez les uns les autres, comme je vous ai aimés, alléluia.;Jn XV 12
preces_matin;preces_XVII;;
oratio_laudes;Tríbue nobis, quæsumus, Dómine, mystériis paschálibus conveniénter aptári, ut, quæ lætánter exséquimur, perpétua virtúte nos tueántur et salvent. Per Dóminum.;Accorde-nous, nous t’en supplions, Seigneur, d’être disposés convenablement par les mystères pascals, pour que, les ayant célébrés joyeusement, ils nous protègent et nous sauvent par ta puissance éternelle.;
HYMNUS_tertiam;hy_Iam surgit hora tértia;;
HYMNUS_sextam;hy_Veníte, servi, súpplices;;
HYMNUS_nonam;hy_Hæc hora, quæ resplénduit;;
ant4;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant5;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
ant6;Allelúia, allelúia, allelúia.;Alléluia, alléluia, alléluia.;
LB_3;LB_Act 2, 32. 36;;
RB_3;"V/. Surréxit Dóminus vere, allelúia. 
R/. Et appáruit Simóni, allelúia.";"V/. Le Seigneur est vraiment ressuscité, alléluia. 
R/. Et il est apparu à Simon, alléluia.";Luc XXIV 34
oratio_3;Tríbue nobis, quæsumus, Dómine, mystériis paschálibus conveniénter aptári, ut, quæ lætánter exséquimur, perpétua virtúte nos tueántur et salvent. Per Dóminum.;Accorde-nous, nous t’en supplions, Seigneur, d’être disposés convenablement par les mystères pascals, pour que, les ayant célébrés joyeusement, ils nous protègent et nous sauvent par ta puissance éternelle.;
LB_6;LB_Gal 3, 27-28;;
RB_6;"V/. Gavísi sunt discípuli, allelúia. 
R/. Viso Dómino, allelúia.";"V/. Les disciples furent remplis de joie, alléluia. 
R/. En voyant le  Seigneur, alléluia.";Jn XX 20
oratio_6;Tríbue nobis, quæsumus, Dómine, mystériis paschálibus conveniénter aptári, ut, quæ lætánter exséquimur, perpétua virtúte nos tueántur et salvent. Per Dóminum.;Accorde-nous, nous t’en supplions, Seigneur, d’être disposés convenablement par les mystères pascals, pour que, les ayant célébrés joyeusement, ils nous protègent et nous sauvent par ta puissance éternelle.;
LB_9;LB_1 Cor 5, 7-8;;
RB_9;"V/. Mane nobíscum, Dómine, allelúia. 
R/. Quóniam advesperáscit, allelúia.";"V/. Reste avec nous, Seigneur, allelúia. 
R/. Car le soir tombe, alléluia.";Luc XXIV 29
oratio_9;Tríbue nobis, quæsumus, Dómine, mystériis paschálibus conveniénter aptári, ut, quæ lætánter exséquimur, perpétua virtúte nos tueántur et salvent. Per Dóminum.;Accorde-nous, nous t’en supplions, Seigneur, d’être disposés convenablement par les mystères pascals, pour que, les ayant célébrés joyeusement, ils nous protègent et nous sauvent par ta puissance éternelle.;
HYMNUS_vesperas;hy_Ad cenam Agni próvidi;;
ant7;Christus propter nos egénus factus est, ut nos dívites essémus, allelúia.;Le Christ s'est fait pauvre afin de vous faire riches, alléluia.;Cf. 2 Cor VIII 9
ant8;Flúminis ímpetus lætíficat civitátem Dei, allelúia.;Un fleuve réjouit de ses courants la cité de Dieu, alléluia.;Ps XLVI 5
ant9;Cantémus Dómino: glorióse enim magnificátus est, allelúia.;Je chanterai au Seigneur, car il a fait éclater sa gloire, alléluia.;Ex XV 1
LB_soir;LB_Hebr 5, 8-10;;
RB_soir;"R/. Gavísi sunt discípuli, *Allelúia, allelúia. Gavísi. 
V/. Viso Dómino. * Allelúia, allelúia. Glória Patri. Gavísi.";"R/. Les disciples furent emplis de joie, *Alléluia, alléluia. Les disciples. 
V/. En voyant le Seigneur. * Alléluia, alléluia. Gloire au Père. Les disciples.";Jn XX 20
magnificat;Maiórem caritátem nemo habet, ut ánimam suam ponat quis pro amícis suis, allelúia.;Il n'y a pas de plus grand amour que de donner sa vie pour ses amis, alléluia.;Jn XV 13
oratio_vesperas;Tríbue nobis, quæsumus, Dómine, mystériis paschálibus conveniénter aptári, ut, quæ lætánter exséquimur, perpétua virtúte nos tueántur et salvent. Per Dóminum.;Accorde-nous, nous t’en supplions, Seigneur, d’être disposés convenablement par les mystères pascals, pour que, les ayant célébrés joyeusement, ils nous protègent et nous sauvent par ta puissance éternelle.;
preces_soir;preces_XVIII;
