HYMNUS_laudes;hy_Iam, Christe, sol iustitiæ;
verset_matin;V/. Angelis sui Deus mandábit de te.<br />R/. Ut custódiant te in ómnibus viis tuis.;V/. Dieu donne mission à ses anges.<br />R/. De te protéger sur tous tes chemins.
ant1;Amplius lava me,  Dómine, ab iustítia mea.;Lave-moi complètement, Seigneur,  de ma justice.
ant2;A timóre inimíci eripe, Dómine, ánimam meam.;Sauve ma vie, seigneur, contre un ennemi qui m'épouvante.
ant3;Te decet hymnus, Deus, in Sion.;A toi est due la louange, ô Dieu, dans Sion.
antl4;Dómine, magna es tu, et præclárus in virtúte tua.;Seigneur, tu es grand et glorieux dans ta puissance.
antl5;Cæli cælórum Laudáte Deum.;Cieux des cieux louez Dieu.
LB_matin;LB_Deut 7, 6b. 8-9;
RB_matin;"R/. Ipse liberábit me * De láqueo venántium.
V/. Et a verbo malígno. * De láqueo venántium. Glória Patri.";"R/. C'est lui qui me délivrera, * du filet du chasseur.
V/. Et de la parole maléfique. * du filet du chasseur. Gloire au Père."
benedictus;Cum ieiunátis, nolíte fíeri, sicut hypócritæ, tristes.;Et lorsque vous jeûnez, ne prenez pas un air sombre, comme les hypocrites.
oratio_laudes;Concéde nobis, Dómine, præsídia milítiæ christiánæ sanctis inchoáre ieiúniis, + ut, contra spiritáles nequítias pugnatúri, * continéntiæ muniámur auxíliis. Per Dóminum.;Accorde-nous, Seigneur, de savoir commencer saintement, par une journée de jeûne, notre entraînement au combat spirituel : que nos privations nous rendent plus fort pour lutter contre l'esprit du mal.
HYMNUS_tertiam;hy_Dei fide, qua vivimus;
HYMNUS_sextam;hy_Qua Christus hora sitiit;
HYMNUS_nonam;hy_Ternis ter horis numerus;
ant4;Advenérunt nobis dies pæniténtiæ ad rediménda peccáta, ad salvándas ánimas.;Les jours de la pénitence nous sont advenus, pour l'expiation des péchés, et le salut de nos âmes.
ant5;Vivo ego, dicit Dóminus : nolo mortem peccatóris, sed ut magis convertátur et vivat.;Aussi vrai que je vis, dit le Seigneur, je ne veux pas la mort du pécheur, mais plutôt qu'il se convertisse, et qu'il vive.
ant6;Per arma iustítiæ virtútis Dei commendémus nosmetípsos in multa patiéntia.;Par les armes de la justice et de la force de Dieu, nous rendons recommandables d'une grande constance.
LB_3;LB_Ez 18, 30b-32;
RB_3;V/. Cor mundum crea in me, Deus <br /> R/. Et spíritum firmum ínnova in viscéribus meis.;V/. Crée en moi un cœur pur, ô Dieu <br /> R/. Renouvelle et affermis au fond de moi mon esprit.
oratio_3;Concéde nobis, Dómine, præsídia milítiæ christiánæ sanctis inchoáre ieiúniis, + ut, contra spiritáles nequítias pugnatúri, * continéntiæ muniámur auxíliis. Per Dóminum.;Accorde-nous, Seigneur, de savoir commencer saintement, par une journée de jeûne, notre entraînement au combat spirituel : que nos privations nous rendent plus fort pour lutter contre l'esprit du mal.
LB_6;LB_Zac 1, 3b-4b;
RB_6;V/. Avérte fáciem tuam a peccátis meis. <br />  R/. Et omnes iniquitátes meas dele.;V/. Détourne ta face de mes fautes. <br /> R/. Enlève tous mes péchés.
oratio_6;Concéde nobis, Dómine, præsídia milítiæ christiánæ sanctis inchoáre ieiúniis, + ut, contra spiritáles nequítias pugnatúri, * continéntiæ muniámur auxíliis. Per Dóminum.;Accorde-nous, Seigneur, de savoir commencer saintement, par une journée de jeûne, notre entraînement au combat spirituel : que nos privations nous rendent plus fort pour lutter contre l'esprit du mal.
LB_9;LB_Dan 4, 24b;
RB_9;V/. Sacrfícium Deo spíritus contribulátus. <br />  R/. Cor contrítum et humiliátum, Deus, non despícies.;V/. Le sacrifice qui plaît à Dieu, c'est un esprit brisé. <br /> R/. Tu ne repousses pas, ô Dieu, un cœur brisé et humilié.
oratio_9;Concéde nobis, Dómine, præsídia milítiæ christiánæ sanctis inchoáre ieiúniis, + ut, contra spiritáles nequítias pugnatúri, * continéntiæ muniámur auxíliis. Per Dóminum.;Accorde-nous, Seigneur, de savoir commencer saintement, par une journée de jeûne, notre entraînement au combat spirituel : que nos privations nous rendent plus fort pour lutter contre l'esprit du mal.
HYMNUS_vesperas;hy_Iesu, quadragenariæ;
verset_soir;R/. Alis suis obumbrábit tibi.<br />V/. Et sub pennas eius confúgies. ;R/. Il t'abritera de ses ailes.<br />V/. À leur abri tu trouveras un refuge.
ant7;Omnia, quæcúmque vóluit, Dóminus fecit.;Tout ce que veut le Seigneur, il le fait.
ant8;Quóniam in æternum misericórdia eius.;Car sa miséricorde est éternelle.
ant9;Hymnus cantáte nobis de cánticis Sion;Chantez-nous un cantique de Sion !
antv10;In conspéctu angelórum psallam tibi, Deus meus.;Je vous chanterai des hymnes en présence des anges.
LB_soir;LB_Phil 2, 12b-15a;
RB_soir;R/. Ego dixi : Dómine, * Miserére mei. <br /> V/. Sana ánimam meam, quia peccávi tibi. * Miserére mei. <br /> V/. Glória Patri.;R/. J'ai dit : Seigneur, * prends pitié de moi. <br /> V/. Guéris mon âme, car j'ai péché contre toi. * Prends pitié de moi. <br /> V/. Gloire au Père.
magnificat;Cum facis eleemósynam, nésciat sinístra tua qiud fáciat déxtera tua.;Quand tu fais l'aumône, que ta main gauche ignore ce que ta main droite.
oratio_soir;Concéde nobis, Dómine, præsídia milítiæ christiánæ sanctis inchoáre ieiúniis, + ut, contra spiritáles nequítias pugnatúri, * continéntiæ muniámur auxíliis. Per Dóminum.;Accorde-nous, Seigneur, de savoir commencer saintement, par une journée de jeûne, notre entraînement au combat spirituel : que nos privations nous rendent plus fort pour lutter contre l'esprit du mal.
