ml_introit_A;"Spíritus Dómini replévit orbem terrárum,
et hoc quod cóntinet ómnia
sciéntiam habet vocis, allelúia.";"L'Esprit du Seigneur a rempli la terre entière ; et lui qui embrasse toutes choses, possède et communique la science du langage, alléluia.";;Sap 1, 7
ml_introit_B;;;;Sap 1, 7
ml_introit_C;;;;Sap 1, 7
ant_introit_A;"Spíritus Dómini replévit orbem terrárum, allleluia, et hoc quod cóntinet ómnia
sciéntiam habet vocis, allelúia, allelúia, allelúia. V/. Exsúrgat Deus, et dissipéntur inimíci eius; et fúgiant, qui odérunt eum, a fácie eius. Glória Patri. Spíritus Dómini.";"L'Esprit du Seigneur a rempli la terre entière, alleluia ; et lui qui embrasse toutes choses, possède et communique la science du langage, alleluia, alleluia, alleluia.
V/. Que Dieu se lève, et que ses ennemis soient dissipes; que ceux qui le haïssent fuient devant sa face.Gloire au Père. L'Esprit du Seigneur.";in_spiritus_domini;Sap 1, 7
ant_introit_B;"Spíritus Dómini replévit orbem terrárum, allleluia, et hoc quod cóntinet ómnia
sciéntiam habet vocis, allelúia, allelúia, allelúia. V/. Exsúrgat Deus, et dissipéntur inimíci eius; et fúgiant, qui odérunt eum, a fácie eius. Glória Patri. Spíritus Dómini.";"L'Esprit du Seigneur a rempli la terre entière, alleluia ; et lui qui embrasse toutes choses, possède et communique la science du langage, alleluia, alleluia, alleluia.
V/. Que Dieu se lève, et que ses ennemis soient dissipes; que ceux qui le haïssent fuient devant sa face.Gloire au Père. L'Esprit du Seigneur.";in_spiritus_domini;Sap 1, 7
ant_introit_C;"Spíritus Dómini replévit orbem terrárum, allleluia, et hoc quod cóntinet ómnia
sciéntiam habet vocis, allelúia, allelúia, allelúia. V/. Exsúrgat Deus, et dissipéntur inimíci eius; et fúgiant, qui odérunt eum, a fácie eius. Glória Patri. Spíritus Dómini.";"L'Esprit du Seigneur a rempli la terre entière, alleluia ; et lui qui embrasse toutes choses, possède et communique la science du langage, alleluia, alleluia, alleluia.
V/. Que Dieu se lève, et que ses ennemis soient dissipes; que ceux qui le haïssent fuient devant sa face.Gloire au Père. L'Esprit du Seigneur.";in_spiritus_domini;Sap 1, 7
graduel_A;"Allelúia, allelúia. Emítte Spíritum tuum, et creabúntur; et renovábis fáciem terræ.";Alleluia, alleluia. V/. Envois ton Esprit, et une création nouvelle s'opérera, et tu renouvelleras la face de la terre.;al_emitte_spiritum_tuum;
graduel_B;"Allelúia, allelúia. Emítte Spíritum tuum, et creabúntur; et renovábis fáciem terræ.";Alleluia, alleluia. V/. Envois ton Esprit, et une création nouvelle s'opérera, et tu renouvelleras la face de la terre.;al_emitte_spiritum_tuum;
graduel_C;"Allelúia, allelúia. Emítte Spíritum tuum, et creabúntur; et renovábis fáciem terræ.";Alleluia, alleluia. V/. Envois ton Esprit, et une création nouvelle s'opérera, et tu renouvelleras la face de la terre.;al_emitte_spiritum_tuum;
sequence;"Veni, Sancte Spíritus,
Et emítte cælitus
Lucis tuæ rádium.
Veni, Pater páuperum,
Veni, dator múnerum,
Veni, lumen córdium.
Consolátor óptime,
Dulcis hospes ánimæ,
Dulce refrigérium.
In labóre réquies,
In æstu tempéries,
In fletu solátium.
O lux beatíssima,
Reple cordis íntima
Tuórum fidélium.
Sine tuo númine,
Nihil est in hómine,
Nihil est innóxium.
Lava quod est sórdidum,
Riga quod est áridum,
Sana quod est sáucium.
Flecte quod est rígidum,
Fove quod est frígidum,
Rege quod est dévium.
Da tuis fidélibus,
In te confidéntibus,
Sacrum septenárium.
Da virtútis méritum,
Da salútis éxitum,
Da perénne gáudium.";"Viens, ô Esprit-Saint, et lance sur nous du haut du ciel un rayon de ta lumière.
Viens, père des pauvres ; viens, distributeur des dons ; viens, lumière des âmes.
Tu êtes le consolateur rempli de bonté, l'hôte bienveillant de nos âmes, leur aimable rafraîchissement.
Dans le labeur, tu es notre repos ; notre abri dans les ardeurs brûlantes, notre consolation dans les pleurs.
O lumière heureuse et chérie, remplis de tes clartés les cœurs de vos fidèles jusqu'au plus intime.
Si ton divin secours n'arrive pas à l'homme, il n'est rien en lui qui ne puisse lui devenir nuisible.
Lave nos souillures, arrose nos sécheresses, guéris nos blessures.
Plie ce qui se roidit en nous, échauffe notre froideur, redresse nos pas qui s'égarent.
Répands tes sept Dons sur tes fidèles, qui mettent en toi toute leur confiance.
Accorde-leur le mérite de la vertu, l'heureuse issue du salut, et enfin les joies éternelles.";seq_veni_sancte_spiritus;
acclamation_A;"Allelúia. V/. Veni, Sancte Spíritus, reple tuórum corda fidélium; et tui amóris in eis ignem accénde. Allelúia.";Alléluia. V/. Viens, ô Esprit-Saint, remplis les cœurs de tes fidèles, et allume en eux le feu de ton amour. Alléluia.;al_veni_sancte_spiritus;
acclamation_B;"Allelúia. V/. Veni, Sancte Spíritus, reple tuórum corda fidélium; et tui amóris in eis ignem accénde. Allelúia.";Alléluia. V/. Viens, ô Esprit-Saint, remplis les cœurs de tes fidèles, et allume en eux le feu de ton amour. Alléluia.;al_veni_sancte_spiritus;
acclamation_C;"Allelúia. V/. Veni, Sancte Spíritus, reple tuórum corda fidélium; et tui amóris in eis ignem accénde. Allelúia.";Alléluia. V/. Viens, ô Esprit-Saint, remplis les cœurs de tes fidèles, et allume en eux le feu de ton amour. Alléluia.;al_veni_sancte_spiritus;
ant_off_A;"Confírma hoc, Deus, quod operátus es in nobis; a templo tuo, quod est in Ierúsalem, tibi ófferent reges múnera, allelúia.";"Confirme, ô Dieu, ce que tu as opéré en nous ; dans ton temple qui est à Jérusalem, les rois te présenteront leurs offrandes, alléluia.";of_confirma_hoc_deus;
ant_off_B;"Confírma hoc, Deus, quod operátus es in nobis; a templo tuo, quod est in Ierúsalem, tibi ófferent reges múnera, allelúia.";"Confirme, ô Dieu, ce que tu as opéré en nous ; dans ton temple qui est à Jérusalem, les rois te présenteront leurs offrandes, alléluia.";of_confirma_hoc_deus;
ant_off_C;"Confírma hoc, Deus, quod operátus es in nobis; a templo tuo, quod est in Ierúsalem, tibi ófferent reges múnera, allelúia.";"Confirme, ô Dieu, ce que tu as opéré en nous ; dans ton temple qui est à Jérusalem, les rois te présenteront leurs offrandes, alléluia.";of_confirma_hoc_deus;
ant_com_A;"Factus est repénte de cælo sonus, tamquam adveniéntis spíritus veheméntis, ubi erant sedéntes, allelúia; et repléti sunt omnes Spíritu Sancto, loquéntes magnália Dei, allelúia, allelúia.";Il se fit tout à coup un grand bruit, comme d'un vent impétueux qui venait du ciel, dans le lieu où ils étaient assis, alleluia. Ils furent tous remplis du Saint-Esprit, et publièrent les merveilles de Dieu, alleluia, alleluia.;co_factus_est_repente;
ant_com_B;"Factus est repénte de cælo sonus, tamquam adveniéntis spíritus veheméntis, ubi erant sedéntes, allelúia; et repléti sunt omnes Spíritu Sancto, loquéntes magnália Dei, allelúia, allelúia.";Il se fit tout à coup un grand bruit, comme d'un vent impétueux qui venait du ciel, dans le lieu où ils étaient assis, alleluia. Ils furent tous remplis du Saint-Esprit, et publièrent les merveilles de Dieu, alleluia, alleluia.;co_factus_est_repente;
ant_com_C;"Factus est repénte de cælo sonus, tamquam adveniéntis spíritus veheméntis, ubi erant sedéntes, allelúia; et repléti sunt omnes Spíritu Sancto, loquéntes magnália Dei, allelúia, allelúia.";Il se fit tout à coup un grand bruit, comme d'un vent impétueux qui venait du ciel, dans le lieu où ils étaient assis, alleluia. Ils furent tous remplis du Saint-Esprit, et publièrent les merveilles de Dieu, alleluia, alleluia.;co_factus_est_repente;
ml_ant_com_A;"Repléti sunt omnes Spíritu Sancto,
loquéntes magnália Dei, allelúia.";Tous durent emplis de l'Esprit Saint, et racontèrent les merveilles de Dieu, alléluia.;;Act 2,4.11
ml_ant_com_B;"Repléti sunt omnes Spíritu Sancto,
loquéntes magnália Dei, allelúia.";Tous durent emplis de l'Esprit Saint, et racontèrent les merveilles de Dieu, alléluia.;;Act 2,4.11
ml_ant_com_C;"Repléti sunt omnes Spíritu Sancto,
loquéntes magnália Dei, allelúia.";Tous durent emplis de l'Esprit Saint, et racontèrent les merveilles de Dieu, alléluia.;;Act 2,4.11
ora_coll;Deus, qui sacraménto festivitátis hodiérnae univérsam Ecclésiam tuam in omni gente et natióne sanctíficas, in totam mundi latitúdinem Spíritus Sancti dona defúnde, et, quod inter ipsa evangélicae praedicatiónis exórdia operáta est divína dignátio, nunc quoque per credéntium corda perfúnde. Per Dóminum.;;;
ora_secr;Praesta, quaesumus, Dómine, ut, secúndum promissiónem Fílii tui, Spíritus Sanctus huius nobis sacrifícii copiósius revélet arcánum, et omnem propítius réseret veritátem. Per Christum.;;;
ora_post;Deus, qui Ecclésiae tuae caeléstia dona largíris, custódi grátiam quam dedísti, ut Spíritus Sancti vígeat semper munus infúsum, et ad aetérnae redemptiónis augméntum spiritális esca profíciat. Per Christum.;;;
ben_sol;Deus, Pater lúminum, qui discipulórum mentes Spíritus Parácliti infusióne dignátus est illustráre, sua vos fáciat benedictióne gaudére, et perpétuo donis eiúsdem Spíritus abundáre. R/. Amen. Ignis ille, qui super discípulos mirándus appáruit, corda vestra ab omni malo poténter expúrget, et sui lúminis infusióne perlústret. R/. Amen. Quique dignátus est in uníus fídei confessióne diversitátem adunáre linguárum, in eádem fide perseveráre vos fáciat, et per illam a spe ad spéciem perveníre concédat.;;;
praefatio;"Vere dignum et iustum est, aequum et salutáre, nos tibi semper et ubíque grátias ágere: Dómine, sancte Pater, omnípotens aetérne Deus. Tu enim, sacraméntum paschále consúmmans, quibus, per Unigéniti tui consórtium, fílios adoptiónis esse tribuísti, hódie Spíritum Sanctum es largítus; qui, princípio nascéntis Ecclésiae, et cunctis géntibus sciéntiam índidit deitátis, et linguárum diversitátem in uníus fídei confessióne sociávit. Quaprópter, profúsis paschálibus gáudiis, totus in orbe terrárum mundus exsúltat. Sed et supérnae virtútes atque angélicae potestátes hymnum glóriae tuae cóncinunt, sine fine dicéntes: ";;;
