ora_coll;Protéctor in te sperántium, Deus, sine quo nihil est válidum, nihil sanctum, multíplica super nos misericórdiam tuam, ut, te rectóre, te duce, sic bonis transeúntibus nunc utámur, ut iam possímus inhaerére mansúris. Per Dóminum.
ora_secr;Súscipe, quaesumus, Dómine, múnera, quae tibi de tua largitáte deférimus, ut haec sacrosáncta mystéria, grátiae tuae operánte virtúte, et praeséntis vitae nos conversatióne sanctíficent, et ad gáudia sempitérna perdúcant. Per Christum.
ora_post;"Súmpsimus, Dómine, divínum sacraméntum, passiónis Fílii tui memoriále perpétuum; tríbue, quaesumus, ut ad nostram salútem hoc munus profíciat, quod ineffábili nobis caritáte ipse donávit. Qui vivit."
LM_1_A;LM_
LM_2_A;LM_
LM_3_A;LM_
LM_1_B;LM_
LM_2_B;LM_
LM_3_B;LM_
LM_1_C;LM_Gn 18,20-32
LM_2_C;LM_Col 2,12-14
LM_3_C;LM_Lc 11,1-13
