ora_coll;Omnípotens sempitérne Deus, quem, docénte Spíritu Sancto, patérno nómine invocáre praesúmimus, pérfice in córdibus nostris spíritum adoptiónis filiórum, ut promíssam hereditátem íngredi mereámur. Per Dóminum.
ora_secr;Ecclésiae tuae, Dómine, múnera placátus assúme, quae et miséricors offerénda tribuísti, et in nostrae salútis poténter éfficis transíre mystérium. Per Christum.
ora_post;Sacramentórum tuórum, Dómine, commúnio sumpta nos salvet, et in tuae veritátis luce confírmet. Per Christum.
LM_1_A;LM_
LM_2_A;LM_
LM_3_A;LM_
LM_1_B;LM_
LM_2_B;LM_
LM_3_B;LM_
LM_1_C;LM_Sg 18,6-9
LM_2_C;LM_He 11,1-2.8-19
LM_3_C;LM_Lc 12,32-48
